Genome	AnalysisSet	Species	Phylum	ModuleID	DRAMModuleName	METABOLICModuleName	DRAMCoverage	DRAMPresentAt075	METABOLICPresentAt075	Agreement	ComparisonBoundary
SGB_010	Primary real MAG	Methanocaldococcus jannaschii	AGJL01	M00376	3-Hydroxypropionate bi-cycle	3-Hydroxypropionate bi-cycle	0.0	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_011	Primary real MAG	Methanocatella oralis	Methanobacteriota	M00376	3-Hydroxypropionate bi-cycle	3-Hydroxypropionate bi-cycle	0.0	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_012	Primary real MAG	Fusobacterium nucleatum	Fusobacteriota	M00376	3-Hydroxypropionate bi-cycle	3-Hydroxypropionate bi-cycle	0.0	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_013	Primary real MAG	Methanococcus maripaludis_D	AGJL01	M00376	3-Hydroxypropionate bi-cycle	3-Hydroxypropionate bi-cycle	0.0	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_014	Primary real MAG	Persephonella marina	Aquificota	M00376	3-Hydroxypropionate bi-cycle	3-Hydroxypropionate bi-cycle	0.0	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_015	Primary real MAG	Hydrogenobaculum sp003543175	Aquificota	M00376	3-Hydroxypropionate bi-cycle	3-Hydroxypropionate bi-cycle	0.0	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_016	Primary real MAG	Caldicellulosiruptor saccharolyticus	Bacillota	M00376	3-Hydroxypropionate bi-cycle	3-Hydroxypropionate bi-cycle	0.0	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_017	Primary real MAG	Thermoanaerobacter pseudethanolicus	Bacillota	M00376	3-Hydroxypropionate bi-cycle	3-Hydroxypropionate bi-cycle	0.0	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_018	Primary real MAG	Nanoarchaeum equitans	Nanobdellota	M00376	3-Hydroxypropionate bi-cycle	3-Hydroxypropionate bi-cycle	0.0	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_019	Primary real MAG	Pyrococcus horikoshii	Methanobacteriota_B	M00376	3-Hydroxypropionate bi-cycle	3-Hydroxypropionate bi-cycle	0.0	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_020	Primary real MAG	Halobacterium salinarum	Halobacteriota	M00376	3-Hydroxypropionate bi-cycle	3-Hydroxypropionate bi-cycle	0.0	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_021	Primary real MAG	Rhodopirellula baltica	Planctomycetota	M00376	3-Hydroxypropionate bi-cycle	3-Hydroxypropionate bi-cycle	0.0	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_022	Primary real MAG	Gemmatimonas aurantiaca	Gemmatimonadota	M00376	3-Hydroxypropionate bi-cycle	3-Hydroxypropionate bi-cycle	0.0	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_023	Primary real MAG	Thermotoga petrophila	Thermotogota	M00376	3-Hydroxypropionate bi-cycle	3-Hydroxypropionate bi-cycle	0.0	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_024	Primary real MAG	Thermotoga neapolitana	Thermotogota	M00376	3-Hydroxypropionate bi-cycle	3-Hydroxypropionate bi-cycle	0.0	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_001	Primary real MAG	Desulfobulbus oralis	Desulfobacterota	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	0.2857142857142857	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_002	Primary real MAG	Nitrosomonas europaea	Pseudomonadota	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	0.2857142857142857	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_003	Primary real MAG	Porphyromonas gingivalis	Bacteroidota	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	0.14285714285714285	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_004	Primary real MAG	Chlorobium phaeovibrioides	Bacteroidota	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	0.2857142857142857	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_005	Primary real MAG	Chlorobium limicola	Bacteroidota	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	0.2857142857142857	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_006	Primary real MAG	Shewanella baltica	Pseudomonadota	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	0.2857142857142857	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_007	Primary real MAG	Herpetosiphon aurantiacus	Chloroflexota	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	0.0	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_008	Primary real MAG	Ignicoccus islandicus	Thermoproteota	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	0.0	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_009	Primary real MAG	Ignicoccus hospitalis	Thermoproteota	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	0.0	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_010	Primary real MAG	Methanocaldococcus jannaschii	AGJL01	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	0.2857142857142857	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_011	Primary real MAG	Methanocatella oralis	Methanobacteriota	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	0.0	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_012	Primary real MAG	Fusobacterium nucleatum	Fusobacteriota	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	0.0	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_013	Primary real MAG	Methanococcus maripaludis_D	AGJL01	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	0.14285714285714285	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_014	Primary real MAG	Persephonella marina	Aquificota	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	0.42857142857142855	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_015	Primary real MAG	Hydrogenobaculum sp003543175	Aquificota	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	0.14285714285714285	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_016	Primary real MAG	Caldicellulosiruptor saccharolyticus	Bacillota	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	0.2857142857142857	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_017	Primary real MAG	Thermoanaerobacter pseudethanolicus	Bacillota	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	0.2857142857142857	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_018	Primary real MAG	Nanoarchaeum equitans	Nanobdellota	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	0.0	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_019	Primary real MAG	Pyrococcus horikoshii	Methanobacteriota_B	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	0.0	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_020	Primary real MAG	Halobacterium salinarum	Halobacteriota	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	0.0	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_021	Primary real MAG	Rhodopirellula baltica	Planctomycetota	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	0.2857142857142857	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_022	Primary real MAG	Gemmatimonas aurantiaca	Gemmatimonadota	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	0.14285714285714285	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_023	Primary real MAG	Thermotoga petrophila	Thermotogota	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	0.0	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_024	Primary real MAG	Thermotoga neapolitana	Thermotogota	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	0.0	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_001	Primary real MAG	Desulfobulbus oralis	Desulfobacterota	M00422	Acetyl-CoA pathway, CO2 => acetyl-CoA	Acetyl-CoA pathway, CO2 => acetyl-CoA	0.0	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_002	Primary real MAG	Nitrosomonas europaea	Pseudomonadota	M00422	Acetyl-CoA pathway, CO2 => acetyl-CoA	Acetyl-CoA pathway, CO2 => acetyl-CoA	0.0	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_003	Primary real MAG	Porphyromonas gingivalis	Bacteroidota	M00422	Acetyl-CoA pathway, CO2 => acetyl-CoA	Acetyl-CoA pathway, CO2 => acetyl-CoA	0.0	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_004	Primary real MAG	Chlorobium phaeovibrioides	Bacteroidota	M00422	Acetyl-CoA pathway, CO2 => acetyl-CoA	Acetyl-CoA pathway, CO2 => acetyl-CoA	0.0	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_005	Primary real MAG	Chlorobium limicola	Bacteroidota	M00422	Acetyl-CoA pathway, CO2 => acetyl-CoA	Acetyl-CoA pathway, CO2 => acetyl-CoA	0.0	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_006	Primary real MAG	Shewanella baltica	Pseudomonadota	M00422	Acetyl-CoA pathway, CO2 => acetyl-CoA	Acetyl-CoA pathway, CO2 => acetyl-CoA	0.0	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_007	Primary real MAG	Herpetosiphon aurantiacus	Chloroflexota	M00422	Acetyl-CoA pathway, CO2 => acetyl-CoA	Acetyl-CoA pathway, CO2 => acetyl-CoA	0.0	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_008	Primary real MAG	Ignicoccus islandicus	Thermoproteota	M00422	Acetyl-CoA pathway, CO2 => acetyl-CoA	Acetyl-CoA pathway, CO2 => acetyl-CoA	0.0	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_009	Primary real MAG	Ignicoccus hospitalis	Thermoproteota	M00422	Acetyl-CoA pathway, CO2 => acetyl-CoA	Acetyl-CoA pathway, CO2 => acetyl-CoA	0.0	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_010	Primary real MAG	Methanocaldococcus jannaschii	AGJL01	M00422	Acetyl-CoA pathway, CO2 => acetyl-CoA	Acetyl-CoA pathway, CO2 => acetyl-CoA	1.0	true	false	false	same KOfam snapshot; tool-specific module-step definitions
SGB_011	Primary real MAG	Methanocatella oralis	Methanobacteriota	M00422	Acetyl-CoA pathway, CO2 => acetyl-CoA	Acetyl-CoA pathway, CO2 => acetyl-CoA	0.0	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_012	Primary real MAG	Fusobacterium nucleatum	Fusobacteriota	M00422	Acetyl-CoA pathway, CO2 => acetyl-CoA	Acetyl-CoA pathway, CO2 => acetyl-CoA	0.0	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_013	Primary real MAG	Methanococcus maripaludis_D	AGJL01	M00422	Acetyl-CoA pathway, CO2 => acetyl-CoA	Acetyl-CoA pathway, CO2 => acetyl-CoA	0.5	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_014	Primary real MAG	Persephonella marina	Aquificota	M00422	Acetyl-CoA pathway, CO2 => acetyl-CoA	Acetyl-CoA pathway, CO2 => acetyl-CoA	0.0	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_015	Primary real MAG	Hydrogenobaculum sp003543175	Aquificota	M00422	Acetyl-CoA pathway, CO2 => acetyl-CoA	Acetyl-CoA pathway, CO2 => acetyl-CoA	0.0	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_016	Primary real MAG	Caldicellulosiruptor saccharolyticus	Bacillota	M00422	Acetyl-CoA pathway, CO2 => acetyl-CoA	Acetyl-CoA pathway, CO2 => acetyl-CoA	0.0	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_017	Primary real MAG	Thermoanaerobacter pseudethanolicus	Bacillota	M00422	Acetyl-CoA pathway, CO2 => acetyl-CoA	Acetyl-CoA pathway, CO2 => acetyl-CoA	0.0	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_018	Primary real MAG	Nanoarchaeum equitans	Nanobdellota	M00422	Acetyl-CoA pathway, CO2 => acetyl-CoA	Acetyl-CoA pathway, CO2 => acetyl-CoA	0.0	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_019	Primary real MAG	Pyrococcus horikoshii	Methanobacteriota_B	M00422	Acetyl-CoA pathway, CO2 => acetyl-CoA	Acetyl-CoA pathway, CO2 => acetyl-CoA	0.0	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_020	Primary real MAG	Halobacterium salinarum	Halobacteriota	M00422	Acetyl-CoA pathway, CO2 => acetyl-CoA	Acetyl-CoA pathway, CO2 => acetyl-CoA	0.0	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_021	Primary real MAG	Rhodopirellula baltica	Planctomycetota	M00422	Acetyl-CoA pathway, CO2 => acetyl-CoA	Acetyl-CoA pathway, CO2 => acetyl-CoA	0.0	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_022	Primary real MAG	Gemmatimonas aurantiaca	Gemmatimonadota	M00422	Acetyl-CoA pathway, CO2 => acetyl-CoA	Acetyl-CoA pathway, CO2 => acetyl-CoA	0.0	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_023	Primary real MAG	Thermotoga petrophila	Thermotogota	M00422	Acetyl-CoA pathway, CO2 => acetyl-CoA	Acetyl-CoA pathway, CO2 => acetyl-CoA	0.0	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_024	Primary real MAG	Thermotoga neapolitana	Thermotogota	M00422	Acetyl-CoA pathway, CO2 => acetyl-CoA	Acetyl-CoA pathway, CO2 => acetyl-CoA	0.0	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_001	Primary real MAG	Desulfobulbus oralis	Desulfobacterota	M00567	Methanogenesis, CO2 => methane	Methanogenesis, CO2 => methane	0.25	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_002	Primary real MAG	Nitrosomonas europaea	Pseudomonadota	M00567	Methanogenesis, CO2 => methane	Methanogenesis, CO2 => methane	0.0	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_003	Primary real MAG	Porphyromonas gingivalis	Bacteroidota	M00567	Methanogenesis, CO2 => methane	Methanogenesis, CO2 => methane	0.0	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_004	Primary real MAG	Chlorobium phaeovibrioides	Bacteroidota	M00567	Methanogenesis, CO2 => methane	Methanogenesis, CO2 => methane	0.125	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_005	Primary real MAG	Chlorobium limicola	Bacteroidota	M00567	Methanogenesis, CO2 => methane	Methanogenesis, CO2 => methane	0.125	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_006	Primary real MAG	Shewanella baltica	Pseudomonadota	M00567	Methanogenesis, CO2 => methane	Methanogenesis, CO2 => methane	0.0	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_007	Primary real MAG	Herpetosiphon aurantiacus	Chloroflexota	M00567	Methanogenesis, CO2 => methane	Methanogenesis, CO2 => methane	0.125	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_008	Primary real MAG	Ignicoccus islandicus	Thermoproteota	M00567	Methanogenesis, CO2 => methane	Methanogenesis, CO2 => methane	0.0	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_009	Primary real MAG	Ignicoccus hospitalis	Thermoproteota	M00567	Methanogenesis, CO2 => methane	Methanogenesis, CO2 => methane	0.0	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_010	Primary real MAG	Methanocaldococcus jannaschii	AGJL01	M00567	Methanogenesis, CO2 => methane	Methanogenesis, CO2 => methane	1.0	true	true	true	same KOfam snapshot; tool-specific module-step definitions
SGB_011	Primary real MAG	Methanocatella oralis	Methanobacteriota	M00567	Methanogenesis, CO2 => methane	Methanogenesis, CO2 => methane	1.0	true	true	true	same KOfam snapshot; tool-specific module-step definitions
SGB_012	Primary real MAG	Fusobacterium nucleatum	Fusobacteriota	M00567	Methanogenesis, CO2 => methane	Methanogenesis, CO2 => methane	0.0	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_013	Primary real MAG	Methanococcus maripaludis_D	AGJL01	M00567	Methanogenesis, CO2 => methane	Methanogenesis, CO2 => methane	0.5	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_014	Primary real MAG	Persephonella marina	Aquificota	M00567	Methanogenesis, CO2 => methane	Methanogenesis, CO2 => methane	0.125	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_015	Primary real MAG	Hydrogenobaculum sp003543175	Aquificota	M00567	Methanogenesis, CO2 => methane	Methanogenesis, CO2 => methane	0.0	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_016	Primary real MAG	Caldicellulosiruptor saccharolyticus	Bacillota	M00567	Methanogenesis, CO2 => methane	Methanogenesis, CO2 => methane	0.125	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_017	Primary real MAG	Thermoanaerobacter pseudethanolicus	Bacillota	M00567	Methanogenesis, CO2 => methane	Methanogenesis, CO2 => methane	0.125	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_018	Primary real MAG	Nanoarchaeum equitans	Nanobdellota	M00567	Methanogenesis, CO2 => methane	Methanogenesis, CO2 => methane	0.0	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_019	Primary real MAG	Pyrococcus horikoshii	Methanobacteriota_B	M00567	Methanogenesis, CO2 => methane	Methanogenesis, CO2 => methane	0.125	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_020	Primary real MAG	Halobacterium salinarum	Halobacteriota	M00567	Methanogenesis, CO2 => methane	Methanogenesis, CO2 => methane	0.25	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_021	Primary real MAG	Rhodopirellula baltica	Planctomycetota	M00567	Methanogenesis, CO2 => methane	Methanogenesis, CO2 => methane	0.375	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_022	Primary real MAG	Gemmatimonas aurantiaca	Gemmatimonadota	M00567	Methanogenesis, CO2 => methane	Methanogenesis, CO2 => methane	0.125	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_023	Primary real MAG	Thermotoga petrophila	Thermotogota	M00567	Methanogenesis, CO2 => methane	Methanogenesis, CO2 => methane	0.0	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_024	Primary real MAG	Thermotoga neapolitana	Thermotogota	M00567	Methanogenesis, CO2 => methane	Methanogenesis, CO2 => methane	0.0	false	false	true	same KOfam snapshot; tool-specific module-step definitions
