Profile	RequestedByMETABOLICv4	PresentInKOfam2026_06_01	CompatibilityAction
K03934.hmm	true	true	included
K13265.hmm	true	true	included
K20657.hmm	true	true	included
K01826.hmm	true	true	included
K19182.hmm	true	true	included
K19222.hmm	true	true	included
K18866.hmm	true	true	included
K15023.hmm	true	true	included
K01491.hmm	true	true	included
K12697.hmm	true	true	included
K11352.hmm	true	true	included
K18243.hmm	true	true	included
K18376.hmm	true	true	included
K00688.hmm	true	true	included
K16171.hmm	true	true	included
K19216.hmm	true	true	included
K05599.hmm	true	true	included
K02138.hmm	true	true	included
K22998.hmm	true	true	included
K18094.hmm	true	true	included
K02155.hmm	true	true	included
K19186.hmm	true	true	included
K04116.hmm	true	true	included
K19320.hmm	true	true	included
K03889.hmm	true	true	included
K02124.hmm	true	true	included
K02438.hmm	true	true	included
K21344.hmm	true	true	included
K11751.hmm	true	true	included
K17746.hmm	true	true	included
K18971.hmm	true	true	included
K18091.hmm	true	true	included
K20155.hmm	true	true	included
K18248.hmm	true	true	included
K15961.hmm	true	true	included
K20088.hmm	true	true	included
K10158.hmm	true	true	included
K03861.hmm	true	true	included
K00975.hmm	true	true	included
K02262.hmm	true	true	included
K02618.hmm	true	true	included
K01803.hmm	true	true	included
K11007.hmm	true	true	included
K10807.hmm	true	true	included
K12667.hmm	true	true	included
K04710.hmm	true	true	included
K00859.hmm	true	true	included
K00131.hmm	true	true	included
K19965.hmm	true	true	included
K00197.hmm	true	true	included
K18315.hmm	true	true	included
K21271.hmm	true	true	included
K01900.hmm	true	true	included
K25801.hmm	true	true	included
K00426.hmm	true	true	included
K08641.hmm	true	true	included
K15635.hmm	true	true	included
K16042.hmm	true	true	included
K18387.hmm	true	true	included
K00672.hmm	true	true	included
K14727.hmm	true	true	included
K00424.hmm	true	true	included
K02149.hmm	true	true	included
K00927.hmm	true	true	included
K05572.hmm	true	true	included
K00392.hmm	true	true	included
K00918.hmm	true	true	included
K19568.hmm	true	true	included
K01745.hmm	true	true	included
K21164.hmm	true	true	included
K01742.hmm	true	true	included
K12107.hmm	true	true	included
K11030.hmm	true	true	included
K07540.hmm	true	true	included
K05554.hmm	true	true	included
K10620.hmm	true	true	included
K13370.hmm	true	true	included
K02191.hmm	true	true	included
K14075.hmm	true	true	included
K02232.hmm	true	true	included
K18780.hmm	true	true	included
K18884.hmm	true	true	included
K20079.hmm	true	true	included
K07550.hmm	true	true	included
K18107.hmm	true	true	included
K16007.hmm	true	true	included
K14582.hmm	true	true	included
K11258.hmm	true	true	included
K00730.hmm	true	true	included
K02495.hmm	true	true	included
K17651.hmm	true	true	included
K10946.hmm	true	true	included
K07144.hmm	true	true	included
K02691.hmm	true	true	included
K12506.hmm	true	true	included
K05573.hmm	true	true	included
K15765.hmm	true	true	included
K00036.hmm	true	true	included
K00242.hmm	true	true	included
K17900.hmm	true	true	included
K05810.hmm	true	true	included
K00133.hmm	true	true	included
K00731.hmm	true	true	included
K00135.hmm	true	true	included
K02137.hmm	true	true	included
K13713.hmm	true	true	included
K02492.hmm	true	true	included
K03475.hmm	true	true	included
K11754.hmm	true	true	included
K20437.hmm	true	true	included
K05710.hmm	true	true	included
K14132.hmm	true	true	included
K12676.hmm	true	true	included
K12630.hmm	true	true	included
K09591.hmm	true	true	included
K04117.hmm	true	true	included
K16306.hmm	true	true	included
K24555.hmm	true	true	included
K00141.hmm	true	true	included
K05526.hmm	true	true	included
K19546.hmm	true	true	included
K00140.hmm	true	true	included
K24569.hmm	true	true	included
K01945.hmm	true	true	included
K00736.hmm	true	true	included
K23447.hmm	true	true	included
K15941.hmm	true	true	included
K01784.hmm	true	true	included
K00330.hmm	true	true	included
K05576.hmm	true	true	included
K00719.hmm	true	true	included
K22980.hmm	true	true	included
K13247.hmm	true	true	included
K03857.hmm	true	true	included
K03958.hmm	true	true	included
K01251.hmm	true	true	included
K00116.hmm	true	true	included
K18056.hmm	true	true	included
K01001.hmm	true	true	included
K16162.hmm	true	true	included
K12089.hmm	true	true	included
K22831.hmm	true	true	included
K25033.hmm	true	true	included
K00254.hmm	true	true	included
K17625.hmm	true	true	included
K12674.hmm	true	true	included
K02117.hmm	true	true	included
K00368.hmm	true	true	included
K18534.hmm	true	true	included
K01814.hmm	true	true	included
K14658.hmm	true	true	included
K02115.hmm	true	true	included
K00525.hmm	true	true	included
K11812.hmm	true	true	included
K11821.hmm	true	true	included
K00205.hmm	true	true	included
K03525.hmm	true	true	included
K13373.hmm	true	true	included
K03964.hmm	true	true	included
K09880.hmm	true	true	included
K05556.hmm	true	true	included
K07104.hmm	true	true	included
K00552.hmm	true	true	included
K18690.hmm	true	true	included
K14468.hmm	true	true	included
K02109.hmm	true	true	included
K19099.hmm	true	true	included
K16150.hmm	true	true	included
K13318.hmm	true	true	included
K03585.hmm	true	true	included
K20159.hmm	true	true	included
K02318.hmm	true	true	included
K10532.hmm	true	true	included
K15039.hmm	true	true	included
K10953.hmm	true	true	included
K03946.hmm	true	true	included
K11353.hmm	true	true	included
K03434.hmm	true	true	included
K00969.hmm	true	true	included
K03962.hmm	true	true	included
K02228.hmm	true	true	included
K13507.hmm	true	true	included
K00294.hmm	true	true	included
K00818.hmm	true	true	included
K01626.hmm	true	true	included
K00613.hmm	true	true	included
K16041.hmm	true	true	included
K05822.hmm	true	true	included
K02635.hmm	true	true	included
K04112.hmm	true	true	included
K02047.hmm	true	true	included
K18285.hmm	true	true	included
K26483.hmm	true	true	included
K02707.hmm	true	true	included
K01694.hmm	true	true	included
K20812.hmm	true	true	included
K07509.hmm	true	true	included
K15013.hmm	true	true	included
K20261.hmm	true	true	included
K20435.hmm	true	true	included
K17476.hmm	true	true	included
K01856.hmm	true	true	included
K00710.hmm	true	true	included
K09841.hmm	true	true	included
K11540.hmm	true	true	included
K19859.hmm	true	true	included
K00588.hmm	true	true	included
K01438.hmm	true	true	included
K11532.hmm	true	true	included
K03388.hmm	true	true	included
K12710.hmm	true	true	included
K23667.hmm	true	true	included
K02274.hmm	true	true	included
K00014.hmm	true	true	included
K02111.hmm	true	true	included
K22598.hmm	true	true	included
K02372.hmm	true	true	included
K00453.hmm	true	true	included
K03880.hmm	true	true	included
K01214.hmm	true	true	included
K09905.hmm	true	true	included
K09778.hmm	true	true	included
K01677.hmm	true	true	included
K11160.hmm	true	true	included
K05285.hmm	true	true	included
K02588.hmm	true	true	included
K02135.hmm	true	true	included
K07438.hmm	true	true	included
K02705.hmm	true	true	included
K21898.hmm	true	true	included
K16159.hmm	true	true	included
K00161.hmm	true	true	included
K18365.hmm	true	true	included
K23446.hmm	true	true	included
K08692.hmm	true	true	included
K04122.hmm	true	true	included
K00608.hmm	true	true	included
K18126.hmm	true	true	included
K16869.hmm	true	true	included
K10012.hmm	true	true	included
K00171.hmm	true	true	included
K14756.hmm	true	true	included
K15784.hmm	true	true	included
K03845.hmm	true	true	included
K00501.hmm	true	true	included
K00605.hmm	true	true	included
K03739.hmm	true	true	included
K20075.hmm	true	true	included
K14074.hmm	true	true	included
K13812.hmm	true	true	included
K19820.hmm	true	true	included
K20430.hmm	true	true	included
K02694.hmm	true	true	included
K12903.hmm	true	true	included
K03331.hmm	true	true	included
K07508.hmm	true	true	included
K05979.hmm	true	true	included
K03151.hmm	true	true	included
K21784.hmm	true	true	included
K00394.hmm	true	true	included
K00602.hmm	true	true	included
K00559.hmm	true	true	included
K15944.hmm	true	true	included
K14369.hmm	true	true	included
K05288.hmm	true	true	included
K15230.hmm	true	true	included
K00417.hmm	true	true	included
K03464.hmm	true	true	included
K25518.hmm	true	true	included
K00174.hmm	true	true	included
K26487.hmm	true	true	included
K09680.hmm	true	true	included
K21255.hmm	true	true	included
K01951.hmm	true	true	included
K00220.hmm	true	true	included
K00966.hmm	true	true	included
K00654.hmm	true	true	included
K14580.hmm	true	true	included
K18793.hmm	true	true	included
K22451.hmm	true	true	included
K14126.hmm	true	true	included
K14629.hmm	true	true	included
K02291.hmm	true	true	included
K09476.hmm	true	true	included
K25123.hmm	true	true	included
K01956.hmm	true	true	included
K15959.hmm	true	true	included
K15234.hmm	true	true	included
K24528.hmm	true	true	included
K14156.hmm	true	true	included
K13497.hmm	true	true	included
K00647.hmm	true	true	included
K14579.hmm	true	true	included
K09024.hmm	true	true	included
K18349.hmm	true	true	included
K02613.hmm	true	true	included
K01464.hmm	true	true	included
K13327.hmm	true	true	included
K02130.hmm	true	true	included
K12743.hmm	true	true	included
K01785.hmm	true	true	included
K00240.hmm	true	true	included
K03841.hmm	true	true	included
K01690.hmm	true	true	included
K00943.hmm	true	true	included
K07431.hmm	true	true	included
K22912.hmm	true	true	included
K15746.hmm	true	true	included
K07546.hmm	true	true	included
K02560.hmm	true	true	included
K13809.hmm	true	true	included
K20457.hmm	true	true	included
K16249.hmm	true	true	included
K13831.hmm	true	true	included
K02140.hmm	true	true	included
K15885.hmm	true	true	included
K22899.hmm	true	true	included
K08965.hmm	true	true	included
K01689.hmm	true	true	included
K17398.hmm	true	true	included
K02366.hmm	true	true	included
K10928.hmm	true	true	included
K21060.hmm	true	true	included
K18353.hmm	true	true	included
K24858.hmm	true	true	included
K03945.hmm	true	true	included
K00145.hmm	true	true	included
K07535.hmm	true	true	included
K14760.hmm	true	true	included
K00236.hmm	true	true	included
K00192.hmm	true	true	included
K22099.hmm	true	true	included
K10046.hmm	true	true	included
K11818.hmm	true	true	included
K03367.hmm	true	true	included
K00789.hmm	true	true	included
K01498.hmm	true	true	included
K20424.hmm	true	true	included
K07806.hmm	true	true	included
K01916.hmm	true	true	included
K07404.hmm	true	true	included
K03947.hmm	true	true	included
K03268.hmm	true	true	included
K05783.hmm	true	true	included
K14190.hmm	true	true	included
K19187.hmm	true	true	included
K18142.hmm	true	true	included
K21142.hmm	true	true	included
K03222.hmm	true	true	included
K02263.hmm	true	true	included
K18532.hmm	true	true	included
K16269.hmm	true	true	included
K18558.hmm	true	true	included
K14205.hmm	true	true	included
K02298.hmm	true	true	included
K05298.hmm	true	true	included
K12785.hmm	true	true	included
K15942.hmm	true	true	included
K01230.hmm	true	true	included
K15786.hmm	true	true	included
K11181.hmm	true	true	included
K00028.hmm	true	true	included
K03784.hmm	true	true	included
K01758.hmm	true	true	included
K12298.hmm	true	true	included
K01497.hmm	true	true	included
K18794.hmm	true	true	included
K02150.hmm	true	true	included
K18513.hmm	true	false	excluded_missing_in_locked_snapshot
K20260.hmm	true	true	included
K21692.hmm	true	true	included
K12095.hmm	true	true	included
K23157.hmm	true	true	included
K15376.hmm	true	true	included
K01661.hmm	true	true	included
K02704.hmm	true	true	included
K03473.hmm	true	true	included
K11002.hmm	true	true	included
K01196.hmm	true	true	included
K00911.hmm	true	true	included
K19793.hmm	true	true	included
K18251.hmm	true	true	included
K02566.hmm	true	true	included
K01902.hmm	true	true	included
K18931.hmm	true	true	included
K16004.hmm	true	true	included
K01184.hmm	true	true	included
K19888.hmm	true	true	included
K15778.hmm	true	true	included
K24567.hmm	true	true	included
K00204.hmm	true	true	included
K18350.hmm	true	true	included
K08690.hmm	true	true	included
K18087.hmm	true	true	included
K06998.hmm	true	true	included
K12501.hmm	true	true	included
K01458.hmm	true	true	included
K02078.hmm	true	true	included
K01712.hmm	true	true	included
K14628.hmm	true	true	included
K21781.hmm	true	true	included
K18375.hmm	true	true	included
K16003.hmm	true	true	included
K04517.hmm	true	true	included
K11025.hmm	true	true	included
K00973.hmm	true	true	included
K00657.hmm	true	true	included
K14073.hmm	true	true	included
K15577.hmm	true	true	included
K02273.hmm	true	true	included
K16153.hmm	true	true	included
K18140.hmm	true	true	included
K14371.hmm	true	true	included
K16010.hmm	true	true	included
K15755.hmm	true	true	included
K21203.hmm	true	true	included
K01555.hmm	true	true	included
K21292.hmm	true	true	included
K03737.hmm	true	true	included
K01488.hmm	true	true	included
K26062.hmm	true	true	included
K15894.hmm	true	true	included
K22569.hmm	true	true	included
K11780.hmm	true	true	included
K14584.hmm	true	true	included
K14423.hmm	true	true	included
K09011.hmm	true	true	included
K19723.hmm	true	true	included
K23995.hmm	true	true	included
K02261.hmm	true	true	included
K22924.hmm	true	true	included
K05585.hmm	true	true	included
K13308.hmm	true	true	included
K01634.hmm	true	true	included
K02144.hmm	true	true	included
K17989.hmm	true	true	included
K22570.hmm	true	true	included
K23083.hmm	true	true	included
K00231.hmm	true	true	included
K01922.hmm	true	true	included
K20438.hmm	true	true	included
K08721.hmm	true	true	included
K05534.hmm	true	true	included
K01687.hmm	true	true	included
K23646.hmm	true	true	included
K01652.hmm	true	true	included
K10246.hmm	true	true	included
K01780.hmm	true	true	included
K00499.hmm	true	true	included
K00580.hmm	true	true	included
K18660.hmm	true	true	included
K14682.hmm	true	true	included
K01656.hmm	true	true	included
K07820.hmm	true	true	included
K07637.hmm	true	true	included
K11529.hmm	true	true	included
K00300.hmm	true	true	included
K18279.hmm	true	true	included
K00553.hmm	true	true	included
K16793.hmm	true	true	included
K02201.hmm	true	true	included
K19834.hmm	true	true	included
K07541.hmm	true	true	included
K19826.hmm	true	true	included
K00560.hmm	true	true	included
K10780.hmm	true	true	included
K22549.hmm	true	true	included
K06443.hmm	true	true	included
K13396.hmm	true	true	included
K00235.hmm	true	true	included
K00282.hmm	true	true	included
K14268.hmm	true	true	included
K14594.hmm	true	true	included
K01205.hmm	true	true	included
K00372.hmm	true	true	included
K26484.hmm	true	true	included
K02113.hmm	true	true	included
K18254.hmm	true	true	included
K23665.hmm	true	true	included
K01849.hmm	true	true	included
K08323.hmm	true	true	included
K01012.hmm	true	true	included
K13259.hmm	true	true	included
K20502.hmm	true	true	included
K12447.hmm	true	true	included
K16243.hmm	true	true	included
K22798.hmm	true	true	included
K24042.hmm	true	true	included
K00950.hmm	true	true	included
K00362.hmm	true	true	included
K07548.hmm	true	true	included
K05552.hmm	true	true	included
K02151.hmm	true	true	included
K22926.hmm	true	true	included
K15763.hmm	true	true	included
K00957.hmm	true	true	included
K22976.hmm	true	true	included
K01046.hmm	true	true	included
K02615.hmm	true	true	included
K01825.hmm	true	true	included
K00601.hmm	true	true	included
K20940.hmm	true	true	included
K00297.hmm	true	true	included
K05709.hmm	true	true	included
K18072.hmm	true	true	included
K00700.hmm	true	true	included
K10931.hmm	true	true	included
K01653.hmm	true	true	included
K00819.hmm	true	true	included
K01051.hmm	true	true	included
K00667.hmm	true	true	included
K22921.hmm	true	true	included
K04708.hmm	true	true	included
K18146.hmm	true	true	included
K13542.hmm	true	true	included
K06447.hmm	true	true	included
K00413.hmm	true	true	included
K02826.hmm	true	true	included
K00888.hmm	true	true	included
K10703.hmm	true	true	included
K00024.hmm	true	true	included
K02517.hmm	true	true	included
K07966.hmm	true	true	included
K19818.hmm	true	true	included
K23375.hmm	true	true	included
K14152.hmm	true	true	included
K02258.hmm	true	true	included
K07542.hmm	true	true	included
K00618.hmm	true	true	included
K07750.hmm	true	true	included
K19318.hmm	true	true	included
K18364.hmm	true	true	included
K16840.hmm	true	true	included
K02256.hmm	true	true	included
K13394.hmm	true	true	included
K00163.hmm	true	true	included
K10249.hmm	true	true	included
K26176.hmm	true	true	included
K02126.hmm	true	true	included
K10572.hmm	true	true	included
K06041.hmm	true	true	included
K24390.hmm	true	true	included
K02231.hmm	true	true	included
K18276.hmm	true	true	included
K16435.hmm	true	true	included
K01693.hmm	true	true	included
K08764.hmm	true	true	included
K13499.hmm	true	true	included
K23082.hmm	true	true	included
K14271.hmm	true	true	included
K18782.hmm	true	true	included
K09587.hmm	true	true	included
K18131.hmm	true	true	included
K19570.hmm	true	true	included
K00795.hmm	true	true	included
K13392.hmm	true	true	included
K24541.hmm	true	true	included
K12100.hmm	true	true	included
K12629.hmm	true	true	included
K18781.hmm	true	true	included
K00253.hmm	true	true	included
K01633.hmm	true	true	included
K25597.hmm	true	true	included
K00930.hmm	true	true	included
K00030.hmm	true	true	included
K01738.hmm	true	true	included
K01598.hmm	true	true	included
K18649.hmm	true	true	included
K00658.hmm	true	true	included
K22374.hmm	true	true	included
K00462.hmm	true	true	included
K21162.hmm	true	true	included
K21456.hmm	true	true	included
K00370.hmm	true	true	included
K00052.hmm	true	true	included
K22482.hmm	true	true	included
K14253.hmm	true	true	included
K00087.hmm	true	true	included
K18210.hmm	true	true	included
K13513.hmm	true	true	included
K21192.hmm	true	true	included
K01932.hmm	true	true	included
K00147.hmm	true	true	included
K15747.hmm	true	true	included
K23671.hmm	true	true	included
K01636.hmm	true	true	included
K17226.hmm	true	true	included
K07433.hmm	true	true	included
K13393.hmm	true	true	included
K21568.hmm	true	true	included
K15578.hmm	true	true	included
K17745.hmm	true	true	included
K19858.hmm	true	true	included
K23647.hmm	true	true	included
K10963.hmm	true	true	included
K13506.hmm	true	true	included
K08973.hmm	true	true	included
K25008.hmm	true	true	included
K01658.hmm	true	true	included
K19298.hmm	true	true	included
K03186.hmm	true	true	included
K05286.hmm	true	true	included
K13877.hmm	true	true	included
K08966.hmm	true	true	included
K19886.hmm	true	true	included
K15916.hmm	true	true	included
K01920.hmm	true	true	included
K01723.hmm	true	true	included
K24440.hmm	true	true	included
K20985.hmm	true	true	included
K09021.hmm	true	true	included
K01106.hmm	true	true	included
K01739.hmm	true	true	included
K03850.hmm	true	true	included
K00844.hmm	true	true	included
K16176.hmm	true	true	included
K00195.hmm	true	true	included
K00577.hmm	true	true	included
K26490.hmm	true	true	included
K00367.hmm	true	true	included
K22851.hmm	true	true	included
K18550.hmm	true	true	included
K03957.hmm	true	true	included
K00395.hmm	true	true	included
K02643.hmm	true	true	included
K01556.hmm	true	true	included
K01496.hmm	true	true	included
K07549.hmm	true	true	included
K03849.hmm	true	true	included
K23374.hmm	true	true	included
K00954.hmm	true	true	included
K12524.hmm	true	true	included
K25317.hmm	true	true	included
K00082.hmm	true	true	included
K05579.hmm	true	true	included
K14681.hmm	true	true	included
K03271.hmm	true	true	included
K00894.hmm	true	true	included
K00431.hmm	true	true	included
K11645.hmm	true	true	included
K02107.hmm	true	true	included
K12406.hmm	true	true	included
K00956.hmm	true	true	included
K00371.hmm	true	true	included
K13990.hmm	true	true	included
K00878.hmm	true	true	included
K00955.hmm	true	true	included
K15988.hmm	true	true	included
K20420.hmm	true	true	included
K06718.hmm	true	true	included
K00619.hmm	true	true	included
K15907.hmm	true	true	included
K20981.hmm	true	true	included
K04114.hmm	true	true	included
K20204.hmm	true	true	included
K20262.hmm	true	true	included
K01610.hmm	true	true	included
K08310.hmm	true	true	included
K00939.hmm	true	true	included
K13222.hmm	true	true	included
K19104.hmm	true	true	included
K00338.hmm	true	true	included
K00699.hmm	true	true	included
K03269.hmm	true	true	included
K21721.hmm	true	true	included
K12640.hmm	true	true	included
K00513.hmm	true	true	included
K22918.hmm	true	true	included
K01662.hmm	true	true	included
K00550.hmm	true	true	included
K13403.hmm	true	true	included
K22981.hmm	true	true	included
K13273.hmm	true	true	included
K24622.hmm	true	true	included
K18074.hmm	true	true	included
K13712.hmm	true	true	included
