Feature	DNAPrevalence	RNAPrevalence	ProteinPrevalence	EC	Description	MinimumPrevalence	Selected
2.3.3.13: 2-isopropylmalate synthase	0.9946236559139785	0.989247311827957	0.22043010752688172	2.3.3.13	2-isopropylmalate synthase	0.22043010752688172	True
2.3.3.16: Citrate synthase (unknown stereospecificity)	0.7258064516129032	0.46236559139784944	0.05913978494623656	2.3.3.16	Citrate synthase (unknown stereospecificity)	0.05913978494623656	False
2.3.3.5: 2-methylcitrate synthase	0.6774193548387096	0.17204301075268819	0.0	2.3.3.5	2-methylcitrate synthase	0.0	False
2.3.3.9: Malate synthase	0.5806451612903226	0.3709677419354839	0.021505376344086023	2.3.3.9	Malate synthase	0.021505376344086023	False
2.4.1.129: Peptidoglycan glycosyltransferase	0.9946236559139785	0.9623655913978495	0.0	2.4.1.129	Peptidoglycan glycosyltransferase	0.0	False
2.4.1.157: 1,2-diacylglycerol 3-glucosyltransferase	0.5053763440860215	0.15591397849462366	0.0	2.4.1.157	1,2-diacylglycerol 3-glucosyltransferase	0.0	False
2.4.1.15: Alpha,alpha-trehalose-phosphate synthase (UDP-forming)	0.45698924731182794	0.1989247311827957	0.0	2.4.1.15	Alpha,alpha-trehalose-phosphate synthase (UDP-forming)	0.0	False
2.4.1.18: 1,4-alpha-glucan branching enzyme	0.989247311827957	0.978494623655914	0.5698924731182796	2.4.1.18	1,4-alpha-glucan branching enzyme	0.5698924731182796	True
2.4.1.1: Glycogen phosphorylase	0.9838709677419355	0.956989247311828	0.6075268817204301	2.4.1.1	Glycogen phosphorylase	0.6075268817204301	True
2.4.1.20: Cellobiose phosphorylase	0.7580645161290323	0.25806451612903225	0.26881720430107525	2.4.1.20	Cellobiose phosphorylase	0.25806451612903225	True
2.4.1.211: 1,3-beta-galactosyl-N-acetylhexosamine phosphorylase	0.8870967741935484	0.3010752688172043	0.42473118279569894	2.4.1.211	1,3-beta-galactosyl-N-acetylhexosamine phosphorylase	0.3010752688172043	True
2.4.1.212: Hyaluronan synthase	0.13440860215053763	0.016129032258064516	0.0	2.4.1.212	Hyaluronan synthase	0.0	False
2.4.1.21: Starch synthase	0.9946236559139785	0.9946236559139785	0.5376344086021505	2.4.1.21	Starch synthase	0.5376344086021505	True
2.4.1.227: acetylglucosaminyltransferase	0.9946236559139785	0.989247311827957	0.06989247311827956	2.4.1.227	acetylglucosaminyltransferase	0.06989247311827956	False
2.4.1.243: 6(G)-fructosyltransferase	0.41935483870967744	0.15053763440860216	0.03225806451612903	2.4.1.243	6(G)-fructosyltransferase	0.03225806451612903	False
2.4.1.25: 4-alpha-glucanotransferase	0.9946236559139785	0.9946236559139785	0.10215053763440861	2.4.1.25	4-alpha-glucanotransferase	0.10215053763440861	True
2.4.1.281: 4-O-beta-D-mannosyl-D-glucose phosphorylase	0.978494623655914	0.946236559139785	0.3548387096774194	2.4.1.281	4-O-beta-D-mannosyl-D-glucose phosphorylase	0.3548387096774194	True
2.4.1.4: Amylosucrase	0.510752688172043	0.053763440860215055	0.0967741935483871	2.4.1.4	Amylosucrase	0.053763440860215055	False
2.4.2.10: Orotate phosphoribosyltransferase	0.989247311827957	0.989247311827957	0.3279569892473118	2.4.2.10	Orotate phosphoribosyltransferase	0.3279569892473118	True
2.4.2.14: Amidophosphoribosyltransferase	0.989247311827957	0.989247311827957	0.1935483870967742	2.4.2.14	Amidophosphoribosyltransferase	0.1935483870967742	True
2.4.2.17: ATP phosphoribosyltransferase	0.989247311827957	0.9838709677419355	0.1774193548387097	2.4.2.17	ATP phosphoribosyltransferase	0.1774193548387097	True
2.4.2.18: Anthranilate phosphoribosyltransferase	0.9946236559139785	0.956989247311828	0.016129032258064516	2.4.2.18	Anthranilate phosphoribosyltransferase	0.016129032258064516	False
2.4.2.19: Nicotinate-nucleotide diphosphorylase (carboxylating)	0.9838709677419355	0.7741935483870968	0.08602150537634409	2.4.2.19	Nicotinate-nucleotide diphosphorylase (carboxylating)	0.08602150537634409	False
2.4.2.1: Purine-nucleoside phosphorylase	0.9946236559139785	0.989247311827957	0.6075268817204301	2.4.2.1	Purine-nucleoside phosphorylase	0.6075268817204301	True
2.4.2.21: Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase	0.9946236559139785	0.989247311827957	0.0	2.4.2.21	Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase	0.0	False
2.4.2.22: Xanthine phosphoribosyltransferase	0.989247311827957	0.9838709677419355	0.14516129032258066	2.4.2.22	Xanthine phosphoribosyltransferase	0.14516129032258066	True
2.4.2.29: tRNA-guanine(34) transglycosylase	0.9946236559139785	0.989247311827957	0.05913978494623656	2.4.2.29	tRNA-guanine(34) transglycosylase	0.05913978494623656	False
2.4.2.2: Pyrimidine-nucleoside phosphorylase	0.8978494623655914	0.5053763440860215	0.005376344086021506	2.4.2.2	Pyrimidine-nucleoside phosphorylase	0.005376344086021506	False
2.4.2.3: Uridine phosphorylase	0.989247311827957	0.9193548387096774	0.021505376344086023	2.4.2.3	Uridine phosphorylase	0.021505376344086023	False
2.4.2.4: Thymidine phosphorylase	0.9247311827956989	0.5913978494623656	0.0	2.4.2.4	Thymidine phosphorylase	0.0	False
2.4.2.7: Adenine phosphoribosyltransferase	0.9946236559139785	0.978494623655914	0.13978494623655913	2.4.2.7	Adenine phosphoribosyltransferase	0.13978494623655913	True
2.4.2.8: Hypoxanthine phosphoribosyltransferase	0.9946236559139785	0.9838709677419355	0.06989247311827956	2.4.2.8	Hypoxanthine phosphoribosyltransferase	0.06989247311827956	False
2.4.2.9: Uracil phosphoribosyltransferase	0.9946236559139785	0.9946236559139785	0.23118279569892472	2.4.2.9	Uracil phosphoribosyltransferase	0.23118279569892472	True
2.4.99.16: Starch synthase (maltosyl-transferring)	0.5698924731182796	0.0967741935483871	0.0	2.4.99.16	Starch synthase (maltosyl-transferring)	0.0	False
2.4.99.17: S-adenosylmethionine:tRNA ribosyltransferase-isomerase	0.989247311827957	0.9946236559139785	0.34408602150537637	2.4.99.17	S-adenosylmethionine:tRNA ribosyltransferase-isomerase	0.34408602150537637	True
2.5.1.15: Dihydropteroate synthase	0.989247311827957	0.956989247311828	0.005376344086021506	2.5.1.15	Dihydropteroate synthase	0.005376344086021506	False
2.5.1.16: Spermidine synthase	0.9946236559139785	0.7419354838709677	0.005376344086021506	2.5.1.16	Spermidine synthase	0.005376344086021506	False
2.5.1.17: Cob(I)yrinic acid a,c-diamide adenosyltransferase	0.9731182795698925	0.8279569892473119	0.021505376344086023	2.5.1.17	Cob(I)yrinic acid a,c-diamide adenosyltransferase	0.021505376344086023	False
2.5.1.18: Glutathione transferase	0.45161290322580644	0.25806451612903225	0.0	2.5.1.18	Glutathione transferase	0.0	False
2.5.1.19: 3-phosphoshikimate 1-carboxyvinyltransferase	0.9946236559139785	0.989247311827957	0.0	2.5.1.19	3-phosphoshikimate 1-carboxyvinyltransferase	0.0	False
2.5.1.3: Thiamine-phosphate diphosphorylase	0.9946236559139785	0.9946236559139785	0.026881720430107527	2.5.1.3	Thiamine-phosphate diphosphorylase	0.026881720430107527	False
2.5.1.47: Cysteine synthase	0.9946236559139785	0.9946236559139785	0.4731182795698925	2.5.1.47	Cysteine synthase	0.4731182795698925	True
2.5.1.48: Cystathionine gamma-synthase	0.9731182795698925	0.27419354838709675	0.0	2.5.1.48	Cystathionine gamma-synthase	0.0	False
2.5.1.49: O-acetylhomoserine aminocarboxypropyltransferase	0.989247311827957	0.9301075268817204	0.20967741935483872	2.5.1.49	O-acetylhomoserine aminocarboxypropyltransferase	0.20967741935483872	True
2.5.1.54: 3-deoxy-7-phosphoheptulonate synthase	0.9946236559139785	0.9731182795698925	0.07526881720430108	2.5.1.54	3-deoxy-7-phosphoheptulonate synthase	0.07526881720430108	False
2.5.1.55: 3-deoxy-8-phosphooctulonate synthase	0.989247311827957	0.989247311827957	0.14516129032258066	2.5.1.55	3-deoxy-8-phosphooctulonate synthase	0.14516129032258066	True
2.5.1.56: N-acetylneuraminate synthase	0.6827956989247311	0.15591397849462366	0.0	2.5.1.56	N-acetylneuraminate synthase	0.0	False
2.5.1.6: Methionine adenosyltransferase	0.9946236559139785	0.9946236559139785	0.7365591397849462	2.5.1.6	Methionine adenosyltransferase	0.7365591397849462	True
2.5.1.72: Quinolinate synthase	0.989247311827957	0.9838709677419355	0.043010752688172046	2.5.1.72	Quinolinate synthase	0.043010752688172046	False
2.5.1.74: 1,4-dihydroxy-2-naphthoate polyprenyltransferase	0.989247311827957	0.9731182795698925	0.0	2.5.1.74	1,4-dihydroxy-2-naphthoate polyprenyltransferase	0.0	False
2.5.1.75: tRNA dimethylallyltransferase	0.9946236559139785	1.0	0.03225806451612903	2.5.1.75	tRNA dimethylallyltransferase	0.03225806451612903	False
2.5.1.77: 7,8-didemethyl-8-hydroxy-5-deazariboflavin synthase	0.03225806451612903	0.016129032258064516	0.0	2.5.1.77	7,8-didemethyl-8-hydroxy-5-deazariboflavin synthase	0.0	False
2.5.1.78: 6,7-dimethyl-8-ribityllumazine synthase	0.9946236559139785	0.9838709677419355	0.478494623655914	2.5.1.78	6,7-dimethyl-8-ribityllumazine synthase	0.478494623655914	True
2.5.1.7: UDP-N-acetylglucosamine 1-carboxyvinyltransferase	0.9946236559139785	0.989247311827957	0.016129032258064516	2.5.1.7	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	0.016129032258064516	False
2.5.1.9: Riboflavin synthase	0.9946236559139785	0.967741935483871	0.0	2.5.1.9	Riboflavin synthase	0.0	False
2.6.1.11: Acetylornithine transaminase	0.9946236559139785	0.9838709677419355	0.3709677419354839	2.6.1.11	Acetylornithine transaminase	0.3709677419354839	True
2.6.1.16: Glutamine--fructose-6-phosphate transaminase (isomerizing)	0.989247311827957	0.989247311827957	0.021505376344086023	2.6.1.16	Glutamine--fructose-6-phosphate transaminase (isomerizing)	0.021505376344086023	False
2.6.1.19: 4-aminobutyrate--2-oxoglutarate transaminase	0.7419354838709677	0.16129032258064516	0.016129032258064516	2.6.1.19	4-aminobutyrate--2-oxoglutarate transaminase	0.016129032258064516	False
2.6.1.1: Aspartate transaminase	0.9946236559139785	0.9838709677419355	0.25268817204301075	2.6.1.1	Aspartate transaminase	0.25268817204301075	True
2.6.1.22: (S)-3-amino-2-methylpropionate transaminase	0.478494623655914	0.11827956989247312	0.016129032258064516	2.6.1.22	(S)-3-amino-2-methylpropionate transaminase	0.016129032258064516	False
2.6.1.2: Alanine transaminase	0.7526881720430108	0.3978494623655914	0.0	2.6.1.2	Alanine transaminase	0.0	False
2.6.1.37: 2-aminoethylphosphonate--pyruvate transaminase	0.989247311827957	0.8387096774193549	0.005376344086021506	2.6.1.37	2-aminoethylphosphonate--pyruvate transaminase	0.005376344086021506	False
2.6.1.39: 2-aminoadipate transaminase	0.016129032258064516	0.005376344086021506	0.0	2.6.1.39	2-aminoadipate transaminase	0.0	False
2.6.1.42: Branched-chain-amino-acid transaminase	0.9946236559139785	0.9408602150537635	0.45698924731182794	2.6.1.42	Branched-chain-amino-acid transaminase	0.45698924731182794	True
2.6.1.52: Phosphoserine transaminase	0.9946236559139785	0.9946236559139785	0.9032258064516129	2.6.1.52	Phosphoserine transaminase	0.9032258064516129	True
2.6.1.57: Aromatic-amino-acid transaminase	0.5752688172043011	0.1774193548387097	0.010752688172043012	2.6.1.57	Aromatic-amino-acid transaminase	0.010752688172043012	False
2.6.1.62: Adenosylmethionine--8-amino-7-oxononanoate transaminase	0.9946236559139785	0.9301075268817204	0.010752688172043012	2.6.1.62	Adenosylmethionine--8-amino-7-oxononanoate transaminase	0.010752688172043012	False
2.6.1.76: Diaminobutyrate--2-oxoglutarate transaminase	0.22580645161290322	0.043010752688172046	0.005376344086021506	2.6.1.76	Diaminobutyrate--2-oxoglutarate transaminase	0.005376344086021506	False
2.6.1.7: Kynurenine--oxoglutarate transaminase	0.0	0.005376344086021506	0.0	2.6.1.7	Kynurenine--oxoglutarate transaminase	0.0	False
2.6.1.81: Succinylornithine transaminase	0.43548387096774194	0.04838709677419355	0.0	2.6.1.81	Succinylornithine transaminase	0.0	False
2.6.1.83: LL-diaminopimelate aminotransferase	0.9946236559139785	0.9731182795698925	0.5645161290322581	2.6.1.83	LL-diaminopimelate aminotransferase	0.5645161290322581	True
2.6.1.9: Histidinol-phosphate transaminase	0.9946236559139785	0.9946236559139785	0.010752688172043012	2.6.1.9	Histidinol-phosphate transaminase	0.010752688172043012	False
2.6.99.2: Pyridoxine 5'-phosphate synthase	0.989247311827957	0.9838709677419355	0.06989247311827956	2.6.99.2	Pyridoxine 5'-phosphate synthase	0.06989247311827956	False
2.7.1.100: S-methyl-5-thioribose kinase	0.6827956989247311	0.25268817204301075	0.010752688172043012	2.7.1.100	S-methyl-5-thioribose kinase	0.010752688172043012	False
2.7.1.11: 6-phosphofructokinase	0.9946236559139785	0.989247311827957	0.46236559139784944	2.7.1.11	6-phosphofructokinase	0.46236559139784944	True
2.7.1.130: Tetraacyldisaccharide 4'-kinase	0.989247311827957	0.978494623655914	0.005376344086021506	2.7.1.130	Tetraacyldisaccharide 4'-kinase	0.005376344086021506	False
2.7.1.144: Tagatose-6-phosphate kinase	0.9946236559139785	0.9139784946236559	0.03763440860215054	2.7.1.144	Tagatose-6-phosphate kinase	0.03763440860215054	False
2.7.1.148: 4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase	0.9946236559139785	1.0	0.04838709677419355	2.7.1.148	4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase	0.04838709677419355	False
2.7.1.156: Adenosylcobinamide kinase	0.989247311827957	0.6935483870967742	0.0	2.7.1.156	Adenosylcobinamide kinase	0.0	False
2.7.1.15: Ribokinase	0.978494623655914	0.7903225806451613	0.005376344086021506	2.7.1.15	Ribokinase	0.005376344086021506	False
2.7.1.16: Ribulokinase	0.9838709677419355	0.8225806451612904	0.010752688172043012	2.7.1.16	Ribulokinase	0.010752688172043012	False
2.7.1.17: Xylulokinase	0.989247311827957	0.9408602150537635	0.11290322580645161	2.7.1.17	Xylulokinase	0.11290322580645161	True
2.7.1.180: FAD:protein FMN transferase	0.5806451612903226	0.1827956989247312	0.0	2.7.1.180	FAD:protein FMN transferase	0.0	False
2.7.1.19: Phosphoribulokinase	0.46236559139784944	0.16666666666666666	0.005376344086021506	2.7.1.19	Phosphoribulokinase	0.005376344086021506	False
2.7.1.21: Thymidine kinase	0.9946236559139785	0.9731182795698925	0.0	2.7.1.21	Thymidine kinase	0.0	False
2.7.1.23: NAD(+) kinase	0.9946236559139785	0.989247311827957	0.021505376344086023	2.7.1.23	NAD(+) kinase	0.021505376344086023	False
2.7.1.24: Dephospho-CoA kinase	0.989247311827957	1.0	0.0	2.7.1.24	Dephospho-CoA kinase	0.0	False
2.7.1.25: Adenylyl-sulfate kinase	0.989247311827957	0.9086021505376344	0.0	2.7.1.25	Adenylyl-sulfate kinase	0.0	False
2.7.1.26: Riboflavin kinase	0.989247311827957	0.989247311827957	0.016129032258064516	2.7.1.26	Riboflavin kinase	0.016129032258064516	False
2.7.1.29: Glycerone kinase	0.7204301075268817	0.34946236559139787	0.0	2.7.1.29	Glycerone kinase	0.0	False
2.7.1.2: Glucokinase	0.989247311827957	0.9731182795698925	0.06989247311827956	2.7.1.2	Glucokinase	0.06989247311827956	False
2.7.1.30: Glycerol kinase	0.9946236559139785	1.0	0.24731182795698925	2.7.1.30	Glycerol kinase	0.24731182795698925	True
2.7.1.31: Glycerate 3-kinase	0.989247311827957	0.8172043010752689	0.0	2.7.1.31	Glycerate 3-kinase	0.0	False
2.7.1.33: Pantothenate kinase	0.9946236559139785	1.0	0.026881720430107527	2.7.1.33	Pantothenate kinase	0.026881720430107527	False
2.7.1.35: Pyridoxal kinase	0.9946236559139785	0.989247311827957	0.021505376344086023	2.7.1.35	Pyridoxal kinase	0.021505376344086023	False
2.7.1.39: Homoserine kinase	0.989247311827957	0.9193548387096774	0.005376344086021506	2.7.1.39	Homoserine kinase	0.005376344086021506	False
2.7.1.40: Pyruvate kinase	0.9946236559139785	0.989247311827957	0.26881720430107525	2.7.1.40	Pyruvate kinase	0.26881720430107525	True
2.7.1.45: 2-dehydro-3-deoxygluconokinase	0.9946236559139785	0.9139784946236559	0.7419354838709677	2.7.1.45	2-dehydro-3-deoxygluconokinase	0.7419354838709677	True
2.7.1.48: Uridine kinase	0.9946236559139785	0.9838709677419355	0.021505376344086023	2.7.1.48	Uridine kinase	0.021505376344086023	False
2.7.1.4: Fructokinase	0.989247311827957	0.9301075268817204	0.026881720430107527	2.7.1.4	Fructokinase	0.026881720430107527	False
2.7.1.50: Hydroxyethylthiazole kinase	0.9946236559139785	0.8709677419354839	0.043010752688172046	2.7.1.50	Hydroxyethylthiazole kinase	0.043010752688172046	False
2.7.1.53: L-xylulokinase	0.8064516129032258	0.0913978494623656	0.0	2.7.1.53	L-xylulokinase	0.0	False
2.7.1.56: 1-phosphofructokinase	0.4838709677419355	0.1774193548387097	0.0	2.7.1.56	1-phosphofructokinase	0.0	False
2.7.1.58: 2-dehydro-3-deoxygalactonokinase	0.5053763440860215	0.13978494623655913	0.005376344086021506	2.7.1.58	2-dehydro-3-deoxygalactonokinase	0.005376344086021506	False
2.7.1.5: Rhamnulokinase	0.9946236559139785	0.8118279569892473	0.010752688172043012	2.7.1.5	Rhamnulokinase	0.010752688172043012	False
2.7.1.69: Protein-N(pi)-phosphohistidine--sugar phosphotransferase	0.989247311827957	0.989247311827957	0.43548387096774194	2.7.1.69	Protein-N(pi)-phosphohistidine--sugar phosphotransferase	0.43548387096774194	True
2.7.1.6: Galactokinase	0.9946236559139785	0.956989247311828	0.043010752688172046	2.7.1.6	Galactokinase	0.043010752688172046	False
2.7.1.71: Shikimate kinase	0.9946236559139785	0.9946236559139785	0.010752688172043012	2.7.1.71	Shikimate kinase	0.010752688172043012	False
2.7.1.89: Thiamine kinase	0.41935483870967744	0.10752688172043011	0.005376344086021506	2.7.1.89	Thiamine kinase	0.005376344086021506	False
2.7.1.90: Diphosphate--fructose-6-phosphate 1-phosphotransferase	0.989247311827957	0.9731182795698925	0.3602150537634409	2.7.1.90	Diphosphate--fructose-6-phosphate 1-phosphotransferase	0.3602150537634409	True
2.7.1.95: Kanamycin kinase	0.6989247311827957	0.25268817204301075	0.005376344086021506	2.7.1.95	Kanamycin kinase	0.005376344086021506	False
2.7.11.1: Non-specific serine/threonine protein kinase	0.9946236559139785	0.9516129032258065	0.005376344086021506	2.7.11.1	Non-specific serine/threonine protein kinase	0.005376344086021506	False
2.7.11.33: [Pyruvate, water dikinase] kinase	0.9032258064516129	0.6344086021505376	0.0	2.7.11.33	[Pyruvate, water dikinase] kinase	0.0	False
2.7.11.5: [Isocitrate dehydrogenase (NADP(+))] kinase	0.4946236559139785	0.26881720430107525	0.005376344086021506	2.7.11.5	[Isocitrate dehydrogenase (NADP(+))] kinase	0.005376344086021506	False
2.7.13.3: Histidine kinase	0.9946236559139785	0.989247311827957	0.026881720430107527	2.7.13.3	Histidine kinase	0.026881720430107527	False
2.7.2.11: Glutamate 5-kinase	0.9946236559139785	0.989247311827957	0.03763440860215054	2.7.2.11	Glutamate 5-kinase	0.03763440860215054	False
2.7.2.1: Acetate kinase	0.9946236559139785	0.9946236559139785	0.7204301075268817	2.7.2.1	Acetate kinase	0.7204301075268817	True
2.7.2.3: Phosphoglycerate kinase	0.9946236559139785	0.9946236559139785	0.8924731182795699	2.7.2.3	Phosphoglycerate kinase	0.8924731182795699	True
2.7.2.4: Aspartate kinase	0.989247311827957	0.989247311827957	0.510752688172043	2.7.2.4	Aspartate kinase	0.510752688172043	True
2.7.2.7: Butyrate kinase	0.9838709677419355	0.967741935483871	0.06989247311827956	2.7.2.7	Butyrate kinase	0.06989247311827956	False
2.7.2.8: Acetylglutamate kinase	0.9946236559139785	0.989247311827957	0.05913978494623656	2.7.2.8	Acetylglutamate kinase	0.05913978494623656	False
2.7.3.9: Phosphoenolpyruvate--protein phosphotransferase	0.9946236559139785	0.9946236559139785	0.1989247311827957	2.7.3.9	Phosphoenolpyruvate--protein phosphotransferase	0.1989247311827957	True
2.7.4.14: UMP/CMP kinase	0.8924731182795699	0.521505376344086	0.016129032258064516	2.7.4.14	UMP/CMP kinase	0.016129032258064516	False
2.7.4.16: Thiamine-phosphate kinase	0.989247311827957	0.9838709677419355	0.010752688172043012	2.7.4.16	Thiamine-phosphate kinase	0.010752688172043012	False
2.7.4.1: Polyphosphate kinase	0.9946236559139785	0.9623655913978495	0.03763440860215054	2.7.4.1	Polyphosphate kinase	0.03763440860215054	False
2.7.4.22: UMP kinase	0.989247311827957	0.9946236559139785	0.27419354838709675	2.7.4.22	UMP kinase	0.27419354838709675	True
2.7.4.25: (d)CMP kinase	0.9946236559139785	0.9838709677419355	0.11290322580645161	2.7.4.25	(d)CMP kinase	0.11290322580645161	True
2.7.4.28: ([Pyruvate, water dikinase] phosphate) phosphotransferase	0.9032258064516129	0.6344086021505376	0.0	2.7.4.28	([Pyruvate, water dikinase] phosphate) phosphotransferase	0.0	False
2.7.4.3: Adenylate kinase	0.9946236559139785	0.9946236559139785	0.5376344086021505	2.7.4.3	Adenylate kinase	0.5376344086021505	True
2.7.4.6: Nucleoside-diphosphate kinase	0.9838709677419355	0.967741935483871	0.20967741935483872	2.7.4.6	Nucleoside-diphosphate kinase	0.20967741935483872	True
2.7.4.7: Phosphomethylpyrimidine kinase	0.989247311827957	0.7419354838709677	0.010752688172043012	2.7.4.7	Phosphomethylpyrimidine kinase	0.010752688172043012	False
2.7.4.8: Guanylate kinase	0.989247311827957	0.989247311827957	0.08602150537634409	2.7.4.8	Guanylate kinase	0.08602150537634409	False
2.7.4.9: dTMP kinase	0.9946236559139785	0.9623655913978495	0.005376344086021506	2.7.4.9	dTMP kinase	0.005376344086021506	False
2.7.6.1: Ribose-phosphate diphosphokinase	0.9946236559139785	0.989247311827957	0.4946236559139785	2.7.6.1	Ribose-phosphate diphosphokinase	0.4946236559139785	True
2.7.6.2: Thiamine diphosphokinase	0.978494623655914	0.7903225806451613	0.0	2.7.6.2	Thiamine diphosphokinase	0.0	False
2.7.6.5: GTP diphosphokinase	0.9946236559139785	0.9193548387096774	0.010752688172043012	2.7.6.5	GTP diphosphokinase	0.010752688172043012	False
2.7.7.12: UDP-glucose--hexose-1-phosphate uridylyltransferase	0.9946236559139785	0.9731182795698925	0.16129032258064516	2.7.7.12	UDP-glucose--hexose-1-phosphate uridylyltransferase	0.16129032258064516	True
2.7.7.18: Nicotinate-nucleotide adenylyltransferase	0.989247311827957	0.9838709677419355	0.005376344086021506	2.7.7.18	Nicotinate-nucleotide adenylyltransferase	0.005376344086021506	False
2.7.7.19: Polynucleotide adenylyltransferase	0.9516129032258065	0.7634408602150538	0.010752688172043012	2.7.7.19	Polynucleotide adenylyltransferase	0.010752688172043012	False
2.7.7.24: Glucose-1-phosphate thymidylyltransferase	0.9946236559139785	0.989247311827957	0.3064516129032258	2.7.7.24	Glucose-1-phosphate thymidylyltransferase	0.3064516129032258	True
2.7.7.27: Glucose-1-phosphate adenylyltransferase	0.9946236559139785	0.9946236559139785	0.489247311827957	2.7.7.27	Glucose-1-phosphate adenylyltransferase	0.489247311827957	True
2.7.7.2: FAD synthetase	0.989247311827957	0.989247311827957	0.016129032258064516	2.7.7.2	FAD synthetase	0.016129032258064516	False
2.7.7.33: Glucose-1-phosphate cytidylyltransferase	0.9408602150537635	0.3602150537634409	0.0	2.7.7.33	Glucose-1-phosphate cytidylyltransferase	0.0	False
2.7.7.38: 3-deoxy-manno-octulosonate cytidylyltransferase	0.9838709677419355	0.9838709677419355	0.0	2.7.7.38	3-deoxy-manno-octulosonate cytidylyltransferase	0.0	False
2.7.7.39: Glycerol-3-phosphate cytidylyltransferase	0.6236559139784946	0.08064516129032258	0.0	2.7.7.39	Glycerol-3-phosphate cytidylyltransferase	0.0	False
2.7.7.3: Pantetheine-phosphate adenylyltransferase	0.989247311827957	0.9946236559139785	0.005376344086021506	2.7.7.3	Pantetheine-phosphate adenylyltransferase	0.005376344086021506	False
2.7.7.42: [Glutamate--ammonia-ligase] adenylyltransferase	0.6827956989247311	0.3709677419354839	0.005376344086021506	2.7.7.42	[Glutamate--ammonia-ligase] adenylyltransferase	0.005376344086021506	False
2.7.7.4: Sulfate adenylyltransferase	0.9946236559139785	0.9838709677419355	0.23655913978494625	2.7.7.4	Sulfate adenylyltransferase	0.23655913978494625	True
2.7.7.60: 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	0.989247311827957	0.9838709677419355	0.010752688172043012	2.7.7.60	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	0.010752688172043012	False
2.7.7.62: Adenosylcobinamide-phosphate guanylyltransferase	0.9946236559139785	0.7096774193548387	0.0	2.7.7.62	Adenosylcobinamide-phosphate guanylyltransferase	0.0	False
2.7.7.63: Lipoate--protein ligase	0.9838709677419355	0.8709677419354839	0.016129032258064516	2.7.7.63	Lipoate--protein ligase	0.016129032258064516	False
2.7.7.6: DNA-directed RNA polymerase	0.9946236559139785	0.9946236559139785	0.9247311827956989	2.7.7.6	DNA-directed RNA polymerase	0.9247311827956989	True
2.7.7.7: DNA-directed DNA polymerase	0.9946236559139785	0.989247311827957	0.3655913978494624	2.7.7.7	DNA-directed DNA polymerase	0.3655913978494624	True
2.7.7.87: L-threonylcarbamoyladenylate synthase	0.9946236559139785	0.978494623655914	0.0	2.7.7.87	L-threonylcarbamoyladenylate synthase	0.0	False
2.7.7.8: Polyribonucleotide nucleotidyltransferase	0.989247311827957	0.9838709677419355	0.7150537634408602	2.7.7.8	Polyribonucleotide nucleotidyltransferase	0.7150537634408602	True
2.7.7.9: UTP--glucose-1-phosphate uridylyltransferase	0.9946236559139785	0.956989247311828	0.08602150537634409	2.7.7.9	UTP--glucose-1-phosphate uridylyltransferase	0.08602150537634409	False
2.7.8.13: Phospho-N-acetylmuramoyl-pentapeptide-transferase	0.989247311827957	0.989247311827957	0.0	2.7.8.13	Phospho-N-acetylmuramoyl-pentapeptide-transferase	0.0	False
2.7.8.20: Phosphatidylglycerol--membrane-oligosaccharide glycerophosphotransferase	0.07526881720430108	0.016129032258064516	0.005376344086021506	2.7.8.20	Phosphatidylglycerol--membrane-oligosaccharide glycerophosphotransferase	0.005376344086021506	False
2.7.8.37: Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase	0.5	0.05913978494623656	0.0	2.7.8.37	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase	0.0	False
2.7.8.6: Undecaprenyl-phosphate galactose phosphotransferase	0.978494623655914	0.5752688172043011	0.0	2.7.8.6	Undecaprenyl-phosphate galactose phosphotransferase	0.0	False
2.7.8.7: Holo-[acyl-carrier-protein] synthase	0.989247311827957	0.8333333333333334	0.005376344086021506	2.7.8.7	Holo-[acyl-carrier-protein] synthase	0.005376344086021506	False
2.7.9.1: Pyruvate, phosphate dikinase	0.9516129032258065	0.8978494623655914	0.9139784946236559	2.7.9.1	Pyruvate, phosphate dikinase	0.8978494623655914	True
2.7.9.2: Pyruvate, water dikinase	0.9408602150537635	0.6666666666666666	0.0967741935483871	2.7.9.2	Pyruvate, water dikinase	0.0967741935483871	False
2.7.9.3: Selenide, water dikinase	0.9946236559139785	0.9838709677419355	0.005376344086021506	2.7.9.3	Selenide, water dikinase	0.005376344086021506	False
2.8.1.10: Thiazole synthase	0.989247311827957	0.9408602150537635	0.11827956989247312	2.8.1.10	Thiazole synthase	0.11827956989247312	True
2.8.1.1: Thiosulfate sulfurtransferase	0.7741935483870968	0.3602150537634409	0.0	2.8.1.1	Thiosulfate sulfurtransferase	0.0	False
