Feature	Species	Samples	NonzeroSamples	NonzeroPrevalence	SamplesAtOrAbove0.01Pct	PrevalenceAtOrAbove0.01Pct	MaximumRelativeAbundance
k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Cloacibacillus|s__Cloacibacillus_porcorum	Cloacibacillus porcorum	114	16	0.140350877192982	11	0.0964912280701754	0.0410759
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_durans	Enterococcus durans	114	16	0.140350877192982	12	0.105263157894737	0.0310968
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_sp_CAG_403	Ruminococcus sp CAG 403	114	16	0.140350877192982	12	0.105263157894737	0.0202904
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_obeum_CAG_39	Ruminococcus obeum CAG 39	114	16	0.140350877192982	10	0.087719298245614	0.0059231
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Bulleidia|s__Bulleidia_extructa	Bulleidia extructa	114	16	0.140350877192982	5	0.043859649122807	0.0009056
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_HPA0247	Actinomyces sp HPA0247	114	16	0.140350877192982	3	0.0263157894736842	0.0008762
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_oral_taxon_448	Actinomyces sp oral taxon 448	114	16	0.140350877192982	3	0.0263157894736842	0.0001608
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalicoccus|s__Faecalicoccus_pleomorphus	Faecalicoccus pleomorphus	114	15	0.131578947368421	10	0.087719298245614	0.0164543
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Mitsuokella|s__Mitsuokella_jalaludinii	Mitsuokella jalaludinii	114	15	0.131578947368421	13	0.114035087719298	0.0087388
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_producta	Blautia producta	114	15	0.131578947368421	10	0.087719298245614	0.0057739
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_coccoides	Blautia coccoides	114	15	0.131578947368421	8	0.0701754385964912	0.0041291
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_gasseri	Lactobacillus gasseri	114	15	0.131578947368421	14	0.12280701754386	0.0020168
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Catabacteriaceae|g__Catabacter|s__Catabacter_hongkongensis	Catabacter hongkongensis	114	15	0.131578947368421	6	0.0526315789473684	0.0016133
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_scindens	Clostridium scindens	114	15	0.131578947368421	5	0.043859649122807	0.00111
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_sp_PC13	Oscillibacter sp PC13	114	15	0.131578947368421	1	0.0087719298245614	0.0001095
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Mitsuokella|s__Mitsuokella_multacida	Mitsuokella multacida	114	14	0.12280701754386	9	0.0789473684210526	0.0267396
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_johnsonii	Parabacteroides johnsonii	114	14	0.12280701754386	12	0.105263157894737	0.0146832
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_pneumoniae	Klebsiella pneumoniae	114	14	0.12280701754386	11	0.0964912280701754	0.0068153
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_asaccharolytica	Porphyromonas asaccharolytica	114	14	0.12280701754386	7	0.0614035087719298	0.0066135
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_callanderi	Eubacterium callanderi	114	14	0.12280701754386	8	0.0701754385964912	0.0053422
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Harryflintia|s__Harryflintia_acetispora	Harryflintia acetispora	114	14	0.12280701754386	6	0.0526315789473684	0.0036074
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Alloscardovia|s__Alloscardovia_omnicolens	Alloscardovia omnicolens	114	14	0.12280701754386	8	0.0701754385964912	0.0032058
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis|g__Clostridiales_Family_XIII_Incertae_Sedis_unclassified|s__Eubacterium_infirmum	Eubacterium infirmum	114	14	0.12280701754386	2	0.0175438596491228	0.0015138
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Lachnoclostridium_sp_An138	Lachnoclostridium sp An138	114	14	0.12280701754386	8	0.0701754385964912	0.0005746
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Lactonifactor|s__Lactonifactor_longoviformis	Lactonifactor longoviformis	114	14	0.12280701754386	5	0.043859649122807	0.0003074
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Denitrobacterium|s__Denitrobacterium_detoxificans	Denitrobacterium detoxificans	114	14	0.12280701754386	0	0	0.0000205
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_sp_CAG_409	Parabacteroides sp CAG 409	114	13	0.114035087719298	12	0.105263157894737	0.0301713
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_perfringens	Clostridium perfringens	114	13	0.114035087719298	9	0.0789473684210526	0.0080005
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_sakei	Lactobacillus sakei	114	13	0.114035087719298	6	0.0526315789473684	0.0030383
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_sp_T11011_6	Veillonella sp T11011 6	114	13	0.114035087719298	3	0.0263157894736842	0.0010699
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sp_F0442	Streptococcus sp F0442	114	13	0.114035087719298	5	0.043859649122807	0.0005601
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_cristatus	Streptococcus cristatus	114	13	0.114035087719298	3	0.0263157894736842	0.0004561
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_CAG_299	Clostridium sp CAG 299	114	12	0.105263157894737	10	0.087719298245614	0.0064325
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_celatum	Clostridium celatum	114	12	0.105263157894737	9	0.0789473684210526	0.0027141
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Clostridium_methylpentosum	Clostridium methylpentosum	114	12	0.105263157894737	2	0.0175438596491228	0.0005399
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter_cloacae_complex	Enterobacter cloacae complex	114	11	0.0964912280701754	6	0.0526315789473684	0.0613963
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_coprocola	Bacteroides coprocola	114	11	0.0964912280701754	9	0.0789473684210526	0.0307354
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_salivarius	Lactobacillus salivarius	114	11	0.0964912280701754	9	0.0789473684210526	0.0230084
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_champanellensis	Ruminococcus champanellensis	114	11	0.0964912280701754	10	0.087719298245614	0.0165672
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanosphaera|s__Methanosphaera_stadtmanae	Methanosphaera stadtmanae	114	11	0.0964912280701754	9	0.0789473684210526	0.0120869
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Propionibacteriales|f__Propionibacteriaceae|g__Propionibacterium|s__Propionibacterium_freudenreichii	Propionibacterium freudenreichii	114	11	0.0964912280701754	6	0.0526315789473684	0.0071116
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_dolichum_CAG_375	Eubacterium dolichum CAG 375	114	11	0.0964912280701754	7	0.0614035087719298	0.0052425
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_sp_CAG_182	Roseburia sp CAG 182	114	11	0.0964912280701754	8	0.0701754385964912	0.0019809
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Tyzzerella|s__Tyzzerella_nexilis	Tyzzerella nexilis	114	11	0.0964912280701754	7	0.0614035087719298	0.0018221
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Pseudoflavonifractor|s__Pseudoflavonifractor_sp_An184	Pseudoflavonifractor sp An184	114	11	0.0964912280701754	4	0.0350877192982456	0.0017708
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella|s__Granulicatella_elegans	Granulicatella elegans	114	11	0.0964912280701754	3	0.0263157894736842	0.0013026
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_paraputrificum	Clostridium paraputrificum	114	11	0.0964912280701754	7	0.0614035087719298	0.0011689
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella|s__Granulicatella_adiacens	Granulicatella adiacens	114	11	0.0964912280701754	1	0.0087719298245614	0.0001728
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Olsenella|s__Olsenella_uli	Olsenella uli	114	11	0.0964912280701754	2	0.0175438596491228	0.0001614
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Flavonifractor|s__Flavonifractor_sp_An100	Flavonifractor sp An100	114	11	0.0964912280701754	0	0	0.0000956
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Clostridiales_unclassified|s__Bacteroides_pectinophilus	Bacteroides pectinophilus	114	10	0.087719298245614	8	0.0701754385964912	0.0809171
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp_CAG_443	Bacteroides sp CAG 443	114	10	0.087719298245614	8	0.0701754385964912	0.068691
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Megamonas|s__Megamonas_hypermegale	Megamonas hypermegale	114	10	0.087719298245614	7	0.0614035087719298	0.013395
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_hylemonae	Clostridium hylemonae	114	10	0.087719298245614	4	0.0350877192982456	0.0065663
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Anaerococcus|s__Anaerococcus_vaginalis	Anaerococcus vaginalis	114	10	0.087719298245614	4	0.0350877192982456	0.0027103
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis|g__Clostridiales_Family_XIII_Incertae_Sedis_unclassified|s__Eubacterium_nodatum	Eubacterium nodatum	114	10	0.087719298245614	0	0	0.0000887
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Sharpea|s__Sharpea_azabuensis	Sharpea azabuensis	114	10	0.087719298245614	0	0	0.0000549
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_mucosae	Lactobacillus mucosae	114	9	0.0789473684210526	8	0.0701754385964912	0.0269423
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_lutetiensis	Streptococcus lutetiensis	114	9	0.0789473684210526	6	0.0526315789473684	0.0235092
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_sp_CAG_330	Ruminococcus sp CAG 330	114	9	0.0789473684210526	9	0.0789473684210526	0.0140973
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Absiella|s__Absiella_dolichum	Absiella dolichum	114	9	0.0789473684210526	7	0.0614035087719298	0.0045966
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Hafniaceae|g__Hafnia|s__Hafnia_paralvei	Hafnia paralvei	114	9	0.0789473684210526	8	0.0701754385964912	0.0031429
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sobrinus	Streptococcus sobrinus	114	9	0.0789473684210526	5	0.043859649122807	0.0024673
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Leuconostoc|s__Leuconostoc_pseudomesenteroides	Leuconostoc pseudomesenteroides	114	9	0.0789473684210526	4	0.0350877192982456	0.0006059
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Pseudoflavonifractor|s__Pseudoflavonifractor_capillosus	Pseudoflavonifractor capillosus	114	9	0.0789473684210526	1	0.0087719298245614	0.0001795
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_stercorea	Prevotella stercorea	114	8	0.0701754385964912	8	0.0701754385964912	0.0812616
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_ruminis	Lactobacillus ruminis	114	8	0.0701754385964912	8	0.0701754385964912	0.0608295
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_sp_An31A	Alistipes sp An31A	114	8	0.0701754385964912	7	0.0614035087719298	0.0595145
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_sp_CAG_579	Ruminococcus sp CAG 579	114	8	0.0701754385964912	5	0.043859649122807	0.0448222
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_sp_CAG_488	Ruminococcus sp CAG 488	114	8	0.0701754385964912	8	0.0701754385964912	0.0315826
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp_CAG_661	Bacteroides sp CAG 661	114	8	0.0701754385964912	6	0.0526315789473684	0.0079356
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_oxytoca	Klebsiella oxytoca	114	8	0.0701754385964912	6	0.0526315789473684	0.0056887
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Lachnoclostridium_sp_An118	Lachnoclostridium sp An118	114	8	0.0701754385964912	3	0.0263157894736842	0.0008711
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_timonensis	Alistipes timonensis	114	8	0.0701754385964912	5	0.043859649122807	0.000447
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Anaerofustis|s__Anaerofustis_stercorihominis	Anaerofustis stercorihominis	114	8	0.0701754385964912	2	0.0175438596491228	0.0002872
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Atopobium|s__Atopobium_deltae	Atopobium deltae	114	8	0.0701754385964912	0	0	0.0000846
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_pasteurianus	Streptococcus pasteurianus	114	7	0.0614035087719298	3	0.0263157894736842	0.1002165
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_freundii	Citrobacter freundii	114	7	0.0614035087719298	6	0.0526315789473684	0.0299982
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp_CAG_927	Bacteroides sp CAG 927	114	7	0.0614035087719298	5	0.043859649122807	0.0288416
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_coprophilus	Bacteroides coprophilus	114	7	0.0614035087719298	6	0.0526315789473684	0.023247
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_caccae	Anaerostipes caccae	114	7	0.0614035087719298	3	0.0263157894736842	0.0145
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Monoglobus|s__Monoglobus_pectinilyticus	Monoglobus pectinilyticus	114	7	0.0614035087719298	6	0.0526315789473684	0.0107519
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Dialister|s__Dialister_succinatiphilus	Dialister succinatiphilus	114	7	0.0614035087719298	6	0.0526315789473684	0.0096017
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Megamonas|s__Megamonas_funiformis	Megamonas funiformis	114	7	0.0614035087719298	4	0.0350877192982456	0.0079266
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_sp_oral_taxon_370	Fusobacterium sp oral taxon 370	114	7	0.0614035087719298	5	0.043859649122807	0.0059717
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_breve	Bifidobacterium breve	114	7	0.0614035087719298	6	0.0526315789473684	0.0032189
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_fermentum	Lactobacillus fermentum	114	7	0.0614035087719298	5	0.043859649122807	0.0017228
k__Bacteria|p__Candidatus_Melainabacteria|c__Candidatus_Melainabacteria_unclassified|o__Candidatus_Gastranaerophilales|f__Candidatus_Gastranaerophilales_unclassified|g__Candidatus_Gastranaerophilales_unclassified|s__Candidatus_Gastranaerophilales_bacterium	Candidatus Gastranaerophilales bacterium	114	7	0.0614035087719298	5	0.043859649122807	0.0011691
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Flavonifractor|s__Flavonifractor_sp_An10	Flavonifractor sp An10	114	7	0.0614035087719298	3	0.0263157894736842	0.001043
k__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetaceae|g__Saccharomyces|s__Saccharomyces_cerevisiae	Saccharomyces cerevisiae	114	7	0.0614035087719298	3	0.0263157894736842	0.0009528
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_rhamnosus	Lactobacillus rhamnosus	114	7	0.0614035087719298	3	0.0263157894736842	0.000826
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinobaculum|s__Actinobaculum_sp_oral_taxon_183	Actinobaculum sp oral taxon 183	114	7	0.0614035087719298	1	0.0087719298245614	0.0005058
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Clostridiales_unclassified|s__Clostridiales_bacterium_1_7_47FAA	Clostridiales bacterium 1 7 47FAA	114	7	0.0614035087719298	3	0.0263157894736842	0.0004402
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis|g__Mogibacterium|s__Mogibacterium_pumilum	Mogibacterium pumilum	114	7	0.0614035087719298	1	0.0087719298245614	0.0001167
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_oral_taxon_180	Actinomyces sp oral taxon 180	114	7	0.0614035087719298	0	0	0.0000607
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_massiliensis	Actinomyces massiliensis	114	7	0.0614035087719298	0	0	0.0000563
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_intermedia	Prevotella intermedia	114	6	0.0526315789473684	6	0.0526315789473684	0.1129539
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_885	Prevotella sp 885	114	6	0.0526315789473684	6	0.0526315789473684	0.1090344
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_CAG_520	Prevotella sp CAG 520	114	6	0.0526315789473684	5	0.043859649122807	0.0590646
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_AM42_24	Prevotella sp AM42 24	114	6	0.0526315789473684	5	0.043859649122807	0.0533035
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_CAG_873	Prevotella sp CAG 873	114	6	0.0526315789473684	6	0.0526315789473684	0.0432086
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_CAG_5226	Prevotella sp CAG 5226	114	6	0.0526315789473684	5	0.043859649122807	0.0387208
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Dialister|s__Dialister_sp_CAG_357	Dialister sp CAG 357	114	6	0.0526315789473684	6	0.0526315789473684	0.0288716
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcus|s__Peptostreptococcus_anaerobius	Peptostreptococcus anaerobius	114	6	0.0526315789473684	6	0.0526315789473684	0.0221368
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_CAG_413	Clostridium sp CAG 413	114	6	0.0526315789473684	6	0.0526315789473684	0.0215641
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_reuteri	Lactobacillus reuteri	114	6	0.0526315789473684	5	0.043859649122807	0.0123169
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_youngae	Citrobacter youngae	114	6	0.0526315789473684	5	0.043859649122807	0.0106253
k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Pyramidobacter|s__Pyramidobacter_piscolens	Pyramidobacter piscolens	114	6	0.0526315789473684	3	0.0263157894736842	0.0079426
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_cardiffensis	Actinomyces cardiffensis	114	6	0.0526315789473684	1	0.0087719298245614	0.0073348
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_faecichinchillae	Bacteroides faecichinchillae	114	6	0.0526315789473684	5	0.043859649122807	0.0052901
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Murimonas|s__Murimonas_intestini	Murimonas intestini	114	6	0.0526315789473684	2	0.0175438596491228	0.0042866
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Pediococcus|s__Pediococcus_acidilactici	Pediococcus acidilactici	114	6	0.0526315789473684	1	0.0087719298245614	0.0022712
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_pullorum	Bifidobacterium pullorum	114	6	0.0526315789473684	5	0.043859649122807	0.0020306
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Slackia|s__Slackia_exigua	Slackia exigua	114	6	0.0526315789473684	2	0.0175438596491228	0.0016608
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_periodonticum	Fusobacterium periodonticum	114	6	0.0526315789473684	4	0.0350877192982456	0.0011387
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_variicola	Klebsiella variicola	114	6	0.0526315789473684	4	0.0350877192982456	0.0010994
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_gallinarum	Bifidobacterium gallinarum	114	6	0.0526315789473684	1	0.0087719298245614	0.0006586
k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Cloacibacillus|s__Cloacibacillus_evryensis	Cloacibacillus evryensis	114	6	0.0526315789473684	3	0.0263157894736842	0.0002742
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Parascardovia|s__Parascardovia_denticolens	Parascardovia denticolens	114	6	0.0526315789473684	1	0.0087719298245614	0.000261
