Dataset	FeatureSpace	SampleID	Axis1	Axis2	Axis1Variance	Axis2Variance	NegativeEigenvalues	NegativeEigenvalueMass	Correction	CorrectionNote	SubjectID	FamilyRole	AgeCategory	DaysFromFirstCollection	HotSpring	Temperature
Western US hot springs	MAG catalog	AA03.2.6	0.286575025232674	0.0369295478475553	0.103151925596214	0.0609107810338254	165	10.7062922601601	Cailliez	Cailliez correction applied to negative eigenvalues: D' = -0.5*(D + 0.388445254331181 )^2, except diagonal elements					AA03	35.4
Western US hot springs	MAG catalog	AA03.2.7	-0.0868093827353712	0.231700969949894	0.103151925596214	0.0609107810338254	165	10.7062922601601	Cailliez	Cailliez correction applied to negative eigenvalues: D' = -0.5*(D + 0.388445254331181 )^2, except diagonal elements					AA03	54.5
Western US hot springs	MAG catalog	AA03.3.1	-0.0784785094898438	0.144117194393538	0.103151925596214	0.0609107810338254	165	10.7062922601601	Cailliez	Cailliez correction applied to negative eigenvalues: D' = -0.5*(D + 0.388445254331181 )^2, except diagonal elements					AA03	71.9
Western US hot springs	MAG catalog	AA03.3.2	-0.407909943367661	-0.229000131837588	0.103151925596214	0.0609107810338254	165	10.7062922601601	Cailliez	Cailliez correction applied to negative eigenvalues: D' = -0.5*(D + 0.388445254331181 )^2, except diagonal elements					AA03	70.8
Western US hot springs	MAG catalog	AA03.3.3	-0.424520905481271	-0.174614160284913	0.103151925596214	0.0609107810338254	165	10.7062922601601	Cailliez	Cailliez correction applied to negative eigenvalues: D' = -0.5*(D + 0.388445254331181 )^2, except diagonal elements					AA03	66.9
Western US hot springs	MAG catalog	AA03.3.4	-0.00508584848604174	0.112590624811922	0.103151925596214	0.0609107810338254	165	10.7062922601601	Cailliez	Cailliez correction applied to negative eigenvalues: D' = -0.5*(D + 0.388445254331181 )^2, except diagonal elements					AA03	71.7
Western US hot springs	MAG catalog	AA03.3.5	-0.263511972948351	0.131941317170449	0.103151925596214	0.0609107810338254	165	10.7062922601601	Cailliez	Cailliez correction applied to negative eigenvalues: D' = -0.5*(D + 0.388445254331181 )^2, except diagonal elements					AA03	64.4
Western US hot springs	MAG catalog	AA03.3.6	0.0408043985796649	0.21053361744354	0.103151925596214	0.0609107810338254	165	10.7062922601601	Cailliez	Cailliez correction applied to negative eigenvalues: D' = -0.5*(D + 0.388445254331181 )^2, except diagonal elements					AA03	56.7
Western US hot springs	MAG catalog	AA03.3.7	-0.0388365305862496	0.206117536673788	0.103151925596214	0.0609107810338254	165	10.7062922601601	Cailliez	Cailliez correction applied to negative eigenvalues: D' = -0.5*(D + 0.388445254331181 )^2, except diagonal elements					AA03	57
Western US hot springs	MAG catalog	AB02.0.1	-0.430462746077821	-0.410152854533765	0.103151925596214	0.0609107810338254	165	10.7062922601601	Cailliez	Cailliez correction applied to negative eigenvalues: D' = -0.5*(D + 0.388445254331181 )^2, except diagonal elements					AB02	76.9
Western US hot springs	MAG catalog	AB02.0.2	-0.41509514020001	-0.350897624810034	0.103151925596214	0.0609107810338254	165	10.7062922601601	Cailliez	Cailliez correction applied to negative eigenvalues: D' = -0.5*(D + 0.388445254331181 )^2, except diagonal elements					AB02	68.5
Western US hot springs	MAG catalog	AB02.1.1	-0.440388045729056	-0.356843475325684	0.103151925596214	0.0609107810338254	165	10.7062922601601	Cailliez	Cailliez correction applied to negative eigenvalues: D' = -0.5*(D + 0.388445254331181 )^2, except diagonal elements					AB02	
