sample	hotspring	hotspring_common_name	region	broad_region_short	latitude	longitude	date	year	pH	temperature	conductivity	temperature_regime	type	sequencing_platform	metagenome_SRR	metagenome_SAMN	raw_Nsequences	filtered_Nsequences	metagenome2MAG_read_recruitment_rate
AY01.2.2	AY01		Yellowstone National Park	YEL	44.517196	-110.82271	2022.09.01	2022	8.24	57.5		50_70	mat	Illumina NovaSeq X Plus	SRR32674747	SAMN47273743	39279665	26843861	0.063335
AY01.2.3	AY01		Yellowstone National Park	YEL	44.517158	-110.8228	2022.09.01	2022	8.2	50.2		50_70	mat	Illumina NovaSeq X Plus	SRR32674746	SAMN47273744	30608421	20951325	0.108525
AY01.2.4	AY01		Yellowstone National Park	YEL	44.51719	-110.82286	2022.09.01	2022	8.5	33.3		30_50	mat	Illumina NovaSeq X Plus	SRR32674745	SAMN47273745	28846743	19836326	0.09956
AY01.2.5	AY01		Yellowstone National Park	YEL	44.517215	-110.82292	2022.09.01	2022	8.16	58.8		50_70	mat	Illumina NovaSeq X Plus	SRR32674744	SAMN47273746	31212460	21111937	0.089285
AY01.2.6	AY01		Yellowstone National Park	YEL	44.517199	-110.82319	2022.09.01	2022	8.08	66.1	1.935	50_70	mat	Illumina NovaSeq X Plus	SRR32674742	SAMN47273747	49146668	35218871	0.088745
AY01.2.7	AY01		Yellowstone National Park	YEL	44.517182	-110.82333	2022.09.01	2022	8.64	33.9		30_50	mat	Illumina NovaSeq X Plus	SRR32674741	SAMN47273748	35098511	22849765	0.09777
AY01.2.8	AY01		Yellowstone National Park	YEL	44.517151	-110.82269	2022.09.01	2022	8.61	26.4		below_30	mat	Illumina NovaSeq X Plus	SRR32674740	SAMN47273749	32033584	20759262	0.08428
AY01.3.1	AY01		Yellowstone National Park	YEL	44.517172	-110.82279	2023.08.28	2023	7.5	19.4	1.861	below_30	mat	Illumina NovaSeq X Plus	SRR32674862	SAMN47273878	5156158	3641254	0.054295
AY01.3.2	AY01		Yellowstone National Park	YEL	44.51717	-110.82298	2023.08.28	2023	8.34	66.5	1.906	50_70	mat	Illumina NovaSeq X Plus	SRR32674861	SAMN47273879	25534178	16933472	0.068855
AY01.3.3	AY01		Yellowstone National Park	YEL	44.517173	-110.82311	2023.08.28	2023	8.46	67.4	1.936	50_70	mat	Illumina NovaSeq X Plus	SRR32674860	SAMN47273880	28897697	17976638	0.07695
AY01.3.4	AY01		Yellowstone National Park	YEL	44.517132	-110.82331	2023.08.28	2023	8.87	47.3	1.926	30_50	mat	Illumina NovaSeq X Plus	SRR32674859	SAMN47273881	29952636	21147878	0.080625
AY01.3.5	AY01		Yellowstone National Park	YEL	44.517208	-110.82344	2023.08.28	2023	8.63	56.7	1.937	50_70	mat_and_fillaments	Illumina NovaSeq X Plus	SRR32674858	SAMN47273882	31443573	21794518	0.07985
AY01.3.6	AY01		Yellowstone National Park	YEL	44.517211	-110.82327	2023.08.28	2023	8.45	64.3	1.941	50_70	mat_and_fillaments	Illumina NovaSeq X Plus	SRR32674857	SAMN47273883	33405256	22891328	0.086905
AY01.3.8	AY01		Yellowstone National Park	YEL	44.517261	-110.82271	2023.08.28	2023	9.03	26.5		below_30	mat	Illumina NovaSeq X Plus	SRR32674854	SAMN47273885	19467190	13288359	0.0348
AY02.0.1	AY02		Yellowstone National Park	YEL	44.516999	-110.81678	2020.09.22	2020	8.6232	59.8	1.23	50_70	filament	Illumina NextSeq2000	SRR32625246	SAMN47273240	10211361	4941601	0.204185
AY02.0.2	AY02		Yellowstone National Park	YEL	44.516982	-110.81676	2020.09.22	2020	9.726488889	30.4		30_50	mat	Illumina NextSeq2000	SRR32625245	SAMN47273241	7155944	3563619	0.08026
AY02.0.3	AY02		Yellowstone National Park	YEL	44.517019	-110.81675	2020.09.22	2020	8.6232	59.8	1.23	50_70	mat	Illumina NextSeq2000	SRR32625244	SAMN47273242	10488444	4787301	0.13318
AY02.0.4	AY02		Yellowstone National Park	YEL	44.517035	-110.81684	2020.09.22	2020	8.746933333	53		50_70	mat	Illumina NextSeq2000	SRR32625242	SAMN47273243	9048058	4341359	0.15097
AY02.0.5	AY02		Yellowstone National Park	YEL	44.516984	-110.81672	2020.09.22	2020	8.705688889	60.1	1.23	50_70	mat	Illumina NextSeq2000	SRR32625241	SAMN47273244	10465706	5107681	0.187115
AY02.0.6	AY02		Yellowstone National Park	YEL	44.516998	-110.8167	2020.09.22	2020	8.705688889	60.1	1.23	50_70	mat	Illumina NextSeq2000	SRR32625240	SAMN47273245	59976496	26383659	0.15451
AY02.1.1	AY02		Yellowstone National Park	YEL	44.516951	-110.81672	2021.08.31	2021	8.67	60.1	1.23	50_70	mat	Illumina NextSeq2000	SRR32625298	SAMN47273367	5665917	2591390	0.13163
AY02.1.2	AY02		Yellowstone National Park	YEL	44.516999	-110.81673	2021.08.31	2021	8.51	58.4	1.505	50_70	mat	Illumina NextSeq2000	SRR32625297	SAMN47273368	346776	171611	0.128045
AY02.1.3	AY02		Yellowstone National Park	YEL	44.517013	-110.81679	2021.08.31	2021		34.6		30_50	mat	Illumina NextSeq2000	SRR32625296	SAMN47273369	3745426	1870160	0.0652
AY02.1.4	AY02		Yellowstone National Park	YEL	44.51704	-110.81667	2021.08.31	2021	8.52	58.4	1.515	50_70	mat	Illumina NextSeq2000	SRR32625295	SAMN47273370	7290135	3335884	0.148625
AY02.2.1	AY02		Yellowstone National Park	YEL	44.516976	-110.81668	2022.08.31	2022	8.56	58.4	1.494	50_70	mat_and_filaments	Illumina NovaSeq X Plus	SRR32674739	SAMN47273750	32985726	21942217	0.136735
AY02.2.2	AY02		Yellowstone National Park	YEL	44.517009	-110.8167	2022.08.31	2022	8.49	58.4	1.493	50_70	mat	Illumina NovaSeq X Plus	SRR32674738	SAMN47273751	31767581	21434493	0.163205
AY02.2.3	AY02		Yellowstone National Park	YEL	44.517038	-110.81674	2022.08.31	2022	8.5	58.2	1.496	50_70	mat	Illumina NovaSeq X Plus	SRR32674737	SAMN47273752	36195189	25473792	0.10504
AY02.2.4	AY02		Yellowstone National Park	YEL	44.517047	-110.81682	2022.08.31	2022	8.04	39.9		30_50	mat	Illumina NovaSeq X Plus	SRR32674736	SAMN47273753	29649178	19610009	0.08998
AY02.2.5	AY02		Yellowstone National Park	YEL	44.517039	-110.81692	2022.08.31	2022	8.51	57.8	1.494	50_70	mat_and_filaments	Illumina NovaSeq X Plus	SRR32674735	SAMN47273754	40627168	28323547	0.14248
AY02.2.6	AY02		Yellowstone National Park	YEL	44.517063	-110.81688	2022.08.31	2022	7.32	30.3		30_50	mat	Illumina NovaSeq X Plus	SRR32674734	SAMN47273755	27034690	17996130	0.04977
AY02.3.1	AY02		Yellowstone National Park	YEL	44.517029	-110.81663	2023.08.31	2023	8.83	57.9	1.457	50_70	mat	Illumina NovaSeq X Plus	SRR32674853	SAMN47273886	39034472	26810406	0.14742
AY02.3.2	AY02		Yellowstone National Park	YEL	44.516981	-110.81671	2023.08.31	2023	8.82	58	1.463	50_70	mat	Illumina NovaSeq X Plus	SRR32674852	SAMN47273887	26368574	17200448	0.12062
AY02.3.3	AY02		Yellowstone National Park	YEL	44.51702	-110.81681	2023.08.31	2023	8.84	57.5	1.465	50_70	mat	Illumina NovaSeq X Plus	SRR32674851	SAMN47273888	40362356	27685988	0.144255
AY02.3.4	AY02		Yellowstone National Park	YEL	44.517085	-110.81688	2023.08.31	2023	8.82	57.4	1.446	50_70	mat	Illumina NovaSeq X Plus	SRR32674850	SAMN47273889	43334303	29336739	0.13332
AY02.3.5	AY02		Yellowstone National Park	YEL	44.51701	-110.81707	2023.08.31	2023	9.44	31.8		30_50	mat	Illumina NovaSeq X Plus	SRR32674849	SAMN47273890	32854936	21627558	0.122615
AY02.3.6	AY02		Yellowstone National Park	YEL	44.516968	-110.81719	2023.08.31	2023	8.88	55.6	1.462	50_70	mat_and_fillaments	Illumina NovaSeq X Plus	SRR32674848	SAMN47273891	38712845	25017368	0.15291
AY03.0.5	AY03	Rabbit Creek Source Pool	Yellowstone National Park	YEL	44.521321	-110.81192	2020.09.23	2020	9.324355556	62.9	1.79	50_70	mat	Illumina NextSeq2000	SRR32625239	SAMN47273250	13075264	6251755	0.08605
AY03.0.6	AY03	Rabbit Creek Source Pool	Yellowstone National Park	YEL	44.521256	-110.81192	2020.09.23	2020	9.18	74.8	1.7	70_80	mat	Illumina NextSeq2000	SRR32625238	SAMN47273251	2417826	959108	0.201355
AY03.0.7	AY03	Rabbit Creek Source Pool	Yellowstone National Park	YEL	44.521248	-110.81195	2020.09.23	2020	9.18	74.8	1.7	70_80	mat	Illumina NextSeq2000	SRR32625237	SAMN47273252	23379772	11939067	0.08249
AY03.0.8	AY03	Rabbit Creek Source Pool	Yellowstone National Park	YEL	44.521281	-110.81194	2020.09.23	2020	9.18	74.8	1.7	70_80	mat	Illumina NextSeq2000	SRR32625236	SAMN47273253	1891893	886854	0.07126
AY03.1.3	AY03	Rabbit Creek Source Pool	Yellowstone National Park	YEL	44.521104	-110.81202	2021.09.01	2021	9.14	65.4		50_70	mat	Illumina NextSeq2000	SRR32625293	SAMN47273373	11126725	5713712	0.078725
AY03.1.4	AY03	Rabbit Creek Source Pool	Yellowstone National Park	YEL	44.520988	-110.81197	2021.09.01	2021	9.11	67.8	2.14	50_70	mat	Illumina NextSeq2000	SRR32625292	SAMN47273374	4515391	2460650	0.079825
AY03.1.5	AY03	Rabbit Creek Source Pool	Yellowstone National Park	YEL	44.521364	-110.81198	2021.09.01	2021	9.2	60.6	2.14	50_70	mat	Illumina NextSeq2000	SRR32625291	SAMN47273375	12557625	6298007	0.098045
AY03.1.6	AY03	Rabbit Creek Source Pool	Yellowstone National Park	YEL	44.521257	-110.81185	2021.09.01	2021	9.12	73.5		70_80	mat	Illumina NextSeq2000	SRR32625290	SAMN47273376	830305	444473	0.091845
AY03.1.7	AY03	Rabbit Creek Source Pool	Yellowstone National Park	YEL	44.521242	-110.81195	2021.09.01	2021	9.2	61.6		50_70	mat	Illumina NextSeq2000	SRR32625289	SAMN47273377	2663010	1288798	0.069925
AY03.1.8	AY03	Rabbit Creek Source Pool	Yellowstone National Park	YEL	44.521151	-110.81205	2021.09.01	2021	9.12	69.8	2.2	50_70	mat	Illumina NextSeq2000	SRR32625288	SAMN47273378	7925414	4082712	0.068315
AY03.1.9	AY03	Rabbit Creek Source Pool	Yellowstone National Park	YEL	44.521066	-110.81205	2021.09.01	2021	9.12	69.8		50_70	mat	Illumina NextSeq2000	SRR32625287	SAMN47273379	6161537	2849139	0.062405
AY03.2.10	AY03	Rabbit Creek Source Pool	Yellowstone National Park	YEL	44.521074	-110.81202	2022.08.29	2022	9.23	51.2	2.14	50_70	mat	Illumina NovaSeq X Plus	SRR32674731	SAMN47273757	31020913	19706428	0.083415
AY03.2.1	AY03	Rabbit Creek Source Pool	Yellowstone National Park	YEL	44.521338	-110.81154	2022.08.29	2022	8.89	85	2.14	80_100	sediment	Illumina NovaSeq X Plus	SRR32674733	SAMN47273756	48870831	40917330	0.2003
AY03.2.2	AY03	Rabbit Creek Source Pool	Yellowstone National Park	YEL	44.521306	-110.81162	2022.08.29	2022	8.94	83.2	2.14	80_100	sediment	Illumina NovaSeq X Plus	SRR32674730	SAMN47273758	61161918	52135405	0.365335
AY03.2.4	AY03	Rabbit Creek Source Pool	Yellowstone National Park	YEL	44.52144	-110.81147	2022.08.29	2022	8	90	1.179	80_100	sediment	Illumina NovaSeq X Plus	SRR32674729	SAMN47273760	26902264	19015991	0.153255
AY03.2.5	AY03	Rabbit Creek Source Pool	Yellowstone National Park	YEL	44.521344	-110.81183	2022.08.29	2022	9.02	73.2	2.12	70_80	mat	Illumina NovaSeq X Plus	SRR32674728	SAMN47273761	36552115	24263878	0.110385
AY03.2.6	AY03	Rabbit Creek Source Pool	Yellowstone National Park	YEL	44.5213	-110.81186	2022.08.29	2022	8.98	73.9	2.13	70_80	mat	Illumina NovaSeq X Plus	SRR32674808	SAMN47273762	28150926	18213853	0.113705
AY03.2.7	AY03	Rabbit Creek Source Pool	Yellowstone National Park	YEL	44.521267	-110.81191	2022.08.29	2022	9.7	67.3	2.13	50_70	mat	Illumina NovaSeq X Plus	SRR32674807	SAMN47273763	29848400	19920424	0.098535
AY03.2.8	AY03	Rabbit Creek Source Pool	Yellowstone National Park	YEL	44.521246	-110.8119	2022.08.29	2022	9.34	42.6		30_50	mat	Illumina NovaSeq X Plus	SRR32674806	SAMN47273764	26370499	18860501	0.206675
AY03.2.9	AY03	Rabbit Creek Source Pool	Yellowstone National Park	YEL	44.521217	-110.81194	2022.08.29	2022	9.05	73.5	2.13	70_80	mat	Illumina NovaSeq X Plus	SRR32674805	SAMN47273765	7969546	5337667	0.08116
AY03.3.10	AY03	Rabbit Creek Source Pool	Yellowstone National Park	YEL	44.520856	-110.81203	2023.08.28	2023	9.4	66.2	2.13	50_70	mat	Illumina NovaSeq X Plus	SRR32674847	SAMN47273893	38405024	27367938	0.079615
AY03.3.2	AY03	Rabbit Creek Source Pool	Yellowstone National Park	YEL	44.521381	-110.81187	2023.08.28	2023	9.38	75.3	2.21	70_80	mat	Illumina NovaSeq X Plus	SRR32674846	SAMN47273894	36637558	24590761	0.07596
AY03.3.3	AY03	Rabbit Creek Source Pool	Yellowstone National Park	YEL	44.52132	-110.81191	2023.08.28	2023	9.54	63.7	2.15	50_70	mat	Illumina NovaSeq X Plus	SRR32674845	SAMN47273895	36004922	25025777	0.10134
AY03.3.4	AY03	Rabbit Creek Source Pool	Yellowstone National Park	YEL	44.52119	-110.81199	2023.08.28	2023	9.47	68.8	2.12	50_70	mat	Illumina NovaSeq X Plus	SRR32674843	SAMN47273896	33298242	22563095	0.079885
AY03.3.5	AY03	Rabbit Creek Source Pool	Yellowstone National Park	YEL	44.521122	-110.81203	2023.08.28	2023	9.45	68	2.07	50_70	mat	Illumina NovaSeq X Plus	SRR32674842	SAMN47273897	30096494	19995613	0.074915
AY03.3.6	AY03	Rabbit Creek Source Pool	Yellowstone National Park	YEL	44.52118	-110.81172	2023.08.28	2023	9.25	83.9	2.12	80_100	sediment	Illumina NovaSeq X Plus	SRR32674841	SAMN47273898	56179228	47950244	0.323605
AY03.3.7	AY03	Rabbit Creek Source Pool	Yellowstone National Park	YEL	44.521082	-110.81195	2023.08.28	2023	9.36	69.6		50_70	mat	Illumina NovaSeq X Plus	SRR32674968	SAMN47273899	29289272	19565029	0.07081
AY03.3.8	AY03	Rabbit Creek Source Pool	Yellowstone National Park	YEL	44.520977	-110.81197	2023.08.28	2023	9.34	69.9	2.16	50_70	mat	Illumina NovaSeq X Plus	SRR32674967	SAMN47273900	34226312	24467894	0.07964
AY03.3.9	AY03	Rabbit Creek Source Pool	Yellowstone National Park	YEL	44.520899	-110.81198	2023.08.28	2023	9.72	45.4		30_50	mat	Illumina NovaSeq X Plus	SRR32674966	SAMN47273901	30026984	19758329	0.119505
AY04.0.2	AY04		Yellowstone National Park	YEL	44.522442	-110.81308	2020.09.23	2020	8.685066667	64.4		50_70	mat	Illumina NextSeq2000	SRR32625235	SAMN47273255	9926844	4157177	0.073835
AY04.0.3	AY04		Yellowstone National Park	YEL	44.522387	-110.81303	2020.09.23	2020	9.118133333	31.4		30_50	mat	Illumina NextSeq2000	SRR32625330	SAMN47273256	2361935	999576	0.067175
AY04.0.4	AY04		Yellowstone National Park	YEL	44.522401	-110.81307	2020.09.23	2020	8.8088	52.9		50_70	mat	Illumina NextSeq2000	SRR32625329	SAMN47273257	2481971	1128955	0.06755
AY04.0.5	AY04		Yellowstone National Park	YEL	44.522352	-110.81308	2020.09.23	2020	9.427466667	34.1		30_50	mat	Illumina NextSeq2000	SRR32625327	SAMN47273258	10033937	4934530	0.1105
AY04.0.6	AY04		Yellowstone National Park	YEL	44.522433	-110.81315	2020.09.23	2020	9.489333333	35.5	1.68	30_50	mat	Illumina NextSeq2000	SRR32625326	SAMN47273259	3698457	1804317	0.19586
AY04.0.8	AY04		Yellowstone National Park	YEL	44.522427	-110.81311	2020.09.23	2020	9.448088889	27	1.58	below_30	mat	Illumina NextSeq2000	SRR32625325	SAMN47273261	5119524	2536040	0.125305
AY04.0.9	AY04		Yellowstone National Park	YEL	44.52245	-110.81306	2020.09.23	2020	8.592266667	74.8	1.67	70_80	mat	Illumina NextSeq2000	SRR32625324	SAMN47273262	889625	371672	0.132765
AY04.1.1	AY04		Yellowstone National Park	YEL	44.522434	-110.81307	2021.09.01	2021	8.77	56.5		50_70	mat	Illumina NextSeq2000	SRR32625286	SAMN47273380	21193502	10213620	0.11773
AY04.1.2	AY04		Yellowstone National Park	YEL	44.522454	-110.81308	2021.09.01	2021	8.64	64.3	2.07	50_70	mat	Illumina NextSeq2000	SRR32625285	SAMN47273381	6711726	3434006	0.13222
AY04.1.3	AY04		Yellowstone National Park	YEL	44.522411	-110.81311	2021.09.01	2021	8.83	52.4		50_70	mat	Illumina NextSeq2000	SRR32625284	SAMN47273382	12226631	6320347	0.08384
AY04.1.4	AY04		Yellowstone National Park	YEL	44.522453	-110.81313	2021.09.01	2021	8.9	44.3		30_50	mat	Illumina NextSeq2000	SRR32625282	SAMN47273383	7622001	3769823	0.085915
AY04.1.5	AY04		Yellowstone National Park	YEL	44.522427	-110.81314	2021.09.01	2021	9.15	42.8	2.08	30_50	mat	Illumina NextSeq2000	SRR32625281	SAMN47273384	25065198	13102620	0.065075
AY04.1.6	AY04		Yellowstone National Park	YEL	44.522407	-110.81314	2021.09.01	2021	9.08	29		below_30	mat	Illumina NextSeq2000	SRR32625280	SAMN47273385	1719831	828020	0.109595
AY04.1.7	AY04		Yellowstone National Park	YEL	44.522438	-110.81317	2021.09.01	2021	9.15	42.8	2.08	30_50	mat	Illumina NextSeq2000	SRR32625279	SAMN47273386	3948034	1866183	0.12546
AY04.2.1	AY04		Yellowstone National Park	YEL	44.522442	-110.81308	2022.09.01	2022	8.67	62.6	2.05	50_70	mat	Illumina NovaSeq X Plus	SRR32674804	SAMN47273766	34996045	23349105	0.135755
AY04.2.2	AY04		Yellowstone National Park	YEL	44.52248	-110.81308	2022.09.01	2022	8.72	60.9	2.06	50_70	mat	Illumina NovaSeq X Plus	SRR32674803	SAMN47273767	32323602	21252770	0.120105
AY04.2.3	AY04		Yellowstone National Park	YEL	44.52242	-110.81313	2022.09.01	2022	8.79	56.5		50_70	mat	Illumina NovaSeq X Plus	SRR32674801	SAMN47273768	29195580	19587885	0.095285
AY04.2.4	AY04		Yellowstone National Park	YEL	44.522464	-110.81313	2022.09.01	2022	9.25	35.9	2.21	30_50	mat	Illumina NovaSeq X Plus	SRR32674800	SAMN47273769	7898120	5255148	0.061615
AY04.2.5	AY04		Yellowstone National Park	YEL	44.522404	-110.81319	2022.09.01	2022	8.82	53.2	2.02	50_70	mat	Illumina NovaSeq X Plus	SRR32674799	SAMN47273770	29139671	20639403	0.10705
AY04.2.6	AY04		Yellowstone National Park	YEL	44.522383	-110.81327	2022.09.01	2022	9.19	42.1	2.04	30_50	mat	Illumina NovaSeq X Plus	SRR32674798	SAMN47273771	33665969	22844941	0.116775
AY04.2.7	AY04		Yellowstone National Park	YEL	44.522346	-110.81304	2022.09.01	2022	8.81	56.2	2.03	50_70	mat	Illumina NovaSeq X Plus	SRR32674797	SAMN47273772	32582635	22473340	0.116075
AY04.2.8	AY04		Yellowstone National Park	YEL	44.522324	-110.8131	2022.09.01	2022	9.13	40.1		30_50	mat	Illumina NovaSeq X Plus	SRR32674796	SAMN47273773	25628218	16636745	0.120105
AY04.2.9	AY04		Yellowstone National Park	YEL	44.522274	-110.81308	2022.09.01	2022	9.12	43.2	2.04	30_50	mat_and_filaments	Illumina NovaSeq X Plus	SRR32674795	SAMN47273774	30524068	20266951	0.118605
AY04.3.1	AY04		Yellowstone National Park	YEL	44.522467	-110.81305	2023.08.29	2023	9.06	59.6	1.88	50_70	mat	Illumina NovaSeq X Plus	SRR32674965	SAMN47273902	34689685	23694681	0.10065
AY04.3.2	AY04		Yellowstone National Park	YEL	44.522407	-110.81296	2023.08.29	2023	9.04	58.8	1.881	50_70	mat	Illumina NovaSeq X Plus	SRR32674964	SAMN47273903	39259123	26961395	0.09844
AY04.3.3	AY04		Yellowstone National Park	YEL	44.522367	-110.81307	2023.08.29	2023	9.06	57	1.849	50_70	mat	Illumina NovaSeq X Plus	SRR32674963	SAMN47273904	36984405	25560375	0.08335
AY04.3.4	AY04		Yellowstone National Park	YEL	44.522355	-110.81301	2023.08.29	2023	9.11	51.3	1.928	50_70	mat	Illumina NovaSeq X Plus	SRR32674962	SAMN47273905	11714176	7532556	0.087195
AY04.3.5	AY04		Yellowstone National Park	YEL	44.522391	-110.81315	2023.08.29	2023	9.17	51.7	1.857	50_70	mat	Illumina NovaSeq X Plus	SRR32674960	SAMN47273906	35344247	24194530	0.081775
AY04.3.6	AY04		Yellowstone National Park	YEL	44.522322	-110.81307	2023.08.29	2023	9.14	51.8	1.883	50_70	mat	Illumina NovaSeq X Plus	SRR32674959	SAMN47273907	31831960	22529346	0.089385
AY04.3.7	AY04		Yellowstone National Park	YEL	44.522477	-110.81311	2023.08.29	2023	9.02	56.3	1.835	50_70	mat	Illumina NovaSeq X Plus	SRR32674958	SAMN47273908	36517058	25001335	0.08096
AY04.3.8	AY04		Yellowstone National Park	YEL	44.522439	-110.8132	2023.08.29	2023	9.28	47.3	1.86	30_50	mat	Illumina NovaSeq X Plus	SRR32674957	SAMN47273909	28722202	19613845	0.095625
AY05.0.1	AY05		Yellowstone National Park	YEL	44.481799	-110.8508	2020.09.22	2020	8.963466667	74.5	1.85	70_80	filament	Illumina NextSeq2000	SRR32625323	SAMN47273263	1209744	539946	0.063565
AY05.0.2	AY05		Yellowstone National Park	YEL	44.48183	-110.85078	2020.09.22	2020	8.860355556	74.4	1.84	70_80	mat	Illumina NextSeq2000	SRR32625322	SAMN47273264	2053622	859631	0.071705
AY05.0.3	AY05		Yellowstone National Park	YEL	44.481838	-110.85083	2020.09.22	2020	8.829422222	73.9	1.86	70_80	mat	Illumina NextSeq2000	SRR32625321	SAMN47273265	1782418	1027633	0.08479
AY05.0.4	AY05		Yellowstone National Park	YEL	44.481889	-110.8509	2020.09.22	2020	9.0872	40.9	1.98	30_50	filament	Illumina NextSeq2000	SRR32625320	SAMN47273266	2761683	1252952	0.0665
AY05.0.5	AY05		Yellowstone National Park	YEL	44.481889	-110.85093	2020.09.22	2020	9.118133333	45	1.88	30_50	mat	Illumina NextSeq2000	SRR32625319	SAMN47273267	11313541	5786086	0.139865
AY05.2.1	AY05		Yellowstone National Park	YEL	44.48193	-110.85081	2022.08.31	2022	8.5	70.2	2.25	70_80	mat	Illumina NovaSeq X Plus	SRR32674794	SAMN47273775	37406129	25632840	0.13087
AY05.2.2	AY05		Yellowstone National Park	YEL	44.481945	-110.85087	2022.08.31	2022	8.5	69.6	2.26	50_70	mat	Illumina NovaSeq X Plus	SRR32674793	SAMN47273776	43160920	30298616	0.12156
AY05.2.3	AY05		Yellowstone National Park	YEL	44.481942	-110.85092	2022.08.31	2022	8.85	37.5		30_50	mat	Illumina NovaSeq X Plus	SRR32674792	SAMN47273777	36103601	24755664	0.07904
AY05.2.4	AY05		Yellowstone National Park	YEL	44.48188	-110.85093	2022.08.31	2022	8.92	29.7	2.28	below_30	mat	Illumina NovaSeq X Plus	SRR32675029	SAMN47273778	26698838	19212975	0.08744
AY05.2.5	AY05		Yellowstone National Park	YEL	44.481914	-110.85099	2022.08.31	2022	8.79	45.9		30_50	mat	Illumina NovaSeq X Plus	SRR32675028	SAMN47273779	35221675	25156135	0.09858
AY05.3.1	AY05		Yellowstone National Park	YEL	44.481793	-110.85065	2023.08.31	2023	8.89	68	2.21	50_70	mat	Illumina NovaSeq X Plus	SRR32674956	SAMN47273910	35536670	25361458	0.08077
AY05.3.2	AY05		Yellowstone National Park	YEL	44.481783	-110.85104	2023.08.31	2023	8.85	68.1	2.24	50_70	mat	Illumina NovaSeq X Plus	SRR32674955	SAMN47273911	40339936	27393603	0.071955
AY05.3.3	AY05		Yellowstone National Park	YEL	44.481976	-110.85109	2023.08.31	2023	9.21	30.8	2.25	30_50	mat	Illumina NovaSeq X Plus	SRR32674954	SAMN47273912	33884982	23376058	0.13644
AY05.3.4	AY05		Yellowstone National Park	YEL	44.481995	-110.85101	2023.08.31	2023	8.98	48.6		30_50	mat	Illumina NovaSeq X Plus	SRR32674953	SAMN47273913	32164256	21490166	0.08782
AY06.0.5	AY06		Yellowstone National Park	YEL	44.480157	-110.85105	2020.09.22	2020	8.932533333	78.7	1.84	70_80	mat	Illumina NextSeq2000	SRR32625318	SAMN47273272	1838230	792520	0.069195
AY06.0.6	AY06		Yellowstone National Park	YEL	44.480004	-110.85097	2020.09.22	2020	9.417155556	26.5	1.82	below_30	mat	Illumina NextSeq2000	SRR32625316	SAMN47273273	10538076	5144685	0.068035
AY06.1.1	AY06		Yellowstone National Park	YEL	44.480198	-110.8508	2021.08.31	2021	8.3	90.1	2.23	80_100	crust	Illumina NextSeq2000	SRR32625278	SAMN47273387	4376993	1942155	0.260655
AY06.1.4	AY06		Yellowstone National Park	YEL	44.479998	-110.85099	2021.08.31	2021	9.3	30.7		30_50	mat	Illumina NextSeq2000	SRR32625277	SAMN47273390	4066919	1994975	0.076045
AY06.1.5	AY06		Yellowstone National Park	YEL	44.479935	-110.85105	2021.08.31	2021	9.04	43.2	2.23	30_50	mat	Illumina NextSeq2000	SRR32625276	SAMN47273391	1461362	724389	0.066915
AY06.1.6	AY06		Yellowstone National Park	YEL	44.479907	-110.85107	2021.08.31	2021		26.7		below_30	mat	Illumina NextSeq2000	SRR32625275	SAMN47273392	1119311	619041	0.17234
AY06.2.1	AY06		Yellowstone National Park	YEL	44.48018	-110.85095	2022.08.31	2022	8.71	87	2.19	80_100	crust	Illumina NovaSeq X Plus	SRR32675027	SAMN47273780	22697727	14864798	0.29548
AY06.2.2	AY06		Yellowstone National Park	YEL	44.480142	-110.85102	2022.08.30	2022	8.76	80.2	2.22	80_100	mat	Illumina NovaSeq X Plus	SRR32675026	SAMN47273781	31908323	21702116	0.090405
AY06.2.5	AY06		Yellowstone National Park	YEL	44.480048	-110.85101	2022.08.31	2022	9.08	40.8	2.91	30_50	mat	Illumina NovaSeq X Plus	SRR32675025	SAMN47273784	32267454	21865494	0.07033
AY06.2.6	AY06		Yellowstone National Park	YEL	44.479947	-110.85104	2022.08.31	2022	9.08	20.7		below_30	mat	Illumina NovaSeq X Plus	SRR32675024	SAMN47273785	37174260	28155653	0.24631
AY06.2.7	AY06		Yellowstone National Park	YEL	44.479885	-110.8511	2022.08.31	2022	9.08	44.5	2.2	30_50	mat	Illumina NovaSeq X Plus	SRR32675023	SAMN47273786	52682497	36571586	0.06952
AY06.3.1	AY06		Yellowstone National Park	YEL	44.480243	-110.85099	2023.08.28	2023	8.95	86	2.2	80_100	crust	Illumina NovaSeq X Plus	SRR32674952	SAMN47273914	60045524	47656965	0.325585
AY06.3.2	AY06		Yellowstone National Park	YEL	44.480191	-110.85112	2023.08.28	2023	9.06	78.7	2.1	70_80	mat	Illumina NovaSeq X Plus	SRR32674951	SAMN47273915	34305780	23030408	0.105555
AY06.3.3	AY06		Yellowstone National Park	YEL	44.480181	-110.8509	2023.08.28	2023	9.24	40.3		30_50	mat	Illumina NovaSeq X Plus	SRR32674949	SAMN47273916	38740692	26790253	0.06154
AY06.3.4	AY06		Yellowstone National Park	YEL	44.479986	-110.85099	2023.08.28	2023	9.31	32	2.21	30_50	mat	Illumina NovaSeq X Plus	SRR32674948	SAMN47273917	28765224	19052556	0.08278
