FeatureSpace	FeatureID	Feature	Label	AbundanceThreshold	RequiredPrevalence	ObservedThresholdPrevalence	ObservedDetectionPrevalence	MaxRelativeAbundance	PrimaryUniverse	AbundanceEstimable	PrevalenceEstimable	ControlPresent	ControlAbsent	CRCPresent	CRCAbsent
Species	SP0487	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_nigrescens	Prevotella nigrescens	0.0001	0.1	0.0181818181818182	0.0181818181818182	0.006031	FALSE	FALSE	FALSE	0	59	2	49
Species	SP0488	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_garvieae	Lactococcus garvieae	0.0001	0.1	0.0181818181818182	0.0181818181818182	0.0037778	FALSE	FALSE	FALSE	0	59	2	49
Species	SP0489	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Filifactor|s__Filifactor_alocis	Filifactor alocis	0.0001	0.1	0.00909090909090909	0.00909090909090909	0.0020932	FALSE	FALSE	FALSE	0	59	1	50
Species	SP0490	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp_CAG_633	Bacteroides sp CAG 633	0.0001	0.1	0.0272727272727273	0.0363636363636364	0.0023816	FALSE	FALSE	FALSE	1	58	3	48
Species	SP0491	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp_CAG_661	Bacteroides sp CAG 661	0.0001	0.1	0.0545454545454545	0.0727272727272727	0.0079356	FALSE	FALSE	FALSE	4	55	4	47
Species	SP0492	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_viridans	Streptococcus viridans	0.0001	0.1	0.0363636363636364	0.0363636363636364	0.0002148	FALSE	FALSE	FALSE	1	58	3	48
Species	SP0493	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_michiganensis	Klebsiella michiganensis	0.0001	0.1	0.0272727272727273	0.0454545454545455	0.0554541	FALSE	FALSE	FALSE	1	58	4	47
Species	SP0494	k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_sp_CAG_439	Fusobacterium sp CAG 439	0.0001	0.1	0.00909090909090909	0.00909090909090909	0.0005643	FALSE	FALSE	FALSE	0	59	1	50
Species	SP0495	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Faecalicatena|s__Faecalicatena_orotica	Faecalicatena orotica	0.0001	0.1	0	0.00909090909090909	0.0000695	FALSE	FALSE	FALSE	0	59	1	50
Species	SP0496	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_viscosus	Actinomyces viscosus	0.0001	0.1	0	0.0545454545454545	0.000095	FALSE	FALSE	FALSE	0	59	6	45
Species	SP0497	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_fuchuensis	Lactobacillus fuchuensis	0.0001	0.1	0.00909090909090909	0.00909090909090909	0.0002209	FALSE	FALSE	FALSE	0	59	1	50
Species	SP0498	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Scardovia|s__Scardovia_inopinata	Scardovia inopinata	0.0001	0.1	0	0.00909090909090909	0.0000045	FALSE	FALSE	FALSE	0	59	1	50
Species	SP0499	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_CAG_617	Prevotella sp CAG 617	0.0001	0.1	0.0272727272727273	0.0272727272727273	0.033514	FALSE	FALSE	FALSE	2	57	1	50
Species	SP0500	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_buccalis	Prevotella buccalis	0.0001	0.1	0.00909090909090909	0.00909090909090909	0.0005672	FALSE	FALSE	FALSE	0	59	1	50
Species	SP0501	k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Finegoldia|s__Finegoldia_magna	Finegoldia magna	0.0001	0.1	0.0181818181818182	0.0363636363636364	0.0004061	FALSE	FALSE	FALSE	1	58	3	48
Species	SP0502	k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Peptoniphilus|s__Peptoniphilus_sp_HMSC062D09	Peptoniphilus sp HMSC062D09	0.0001	0.1	0.00909090909090909	0.00909090909090909	0.0002684	FALSE	FALSE	FALSE	0	59	1	50
Species	SP0503	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_faecichinchillae	Bacteroides faecichinchillae	0.0001	0.1	0.0454545454545455	0.0545454545454545	0.0052901	FALSE	FALSE	FALSE	1	58	5	46
Species	SP0504	k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Parvimonas|s__Parvimonas_sp_oral_taxon_393	Parvimonas sp oral taxon 393	0.0001	0.1	0.0272727272727273	0.0272727272727273	0.0003759	FALSE	FALSE	FALSE	0	59	3	48
Species	SP0505	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_corporis	Prevotella corporis	0.0001	0.1	0	0.0272727272727273	0.0000914	FALSE	FALSE	FALSE	1	58	2	49
Species	SP0506	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Eremococcus|s__Eremococcus_coleocola	Eremococcus coleocola	0.0001	0.1	0	0.00909090909090909	0.0000463	FALSE	FALSE	FALSE	0	59	1	50
Species	SP0507	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_jeikeium	Corynebacterium jeikeium	0.0001	0.1	0	0.00909090909090909	0.0000437	FALSE	FALSE	FALSE	0	59	1	50
Species	SP0508	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_asaccharolytica	Porphyromonas asaccharolytica	0.0001	0.1	0.0636363636363636	0.127272727272727	0.0066135	FALSE	FALSE	FALSE	2	57	12	39
Species	SP0509	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_aurimucosum	Corynebacterium aurimucosum	0.0001	0.1	0	0.00909090909090909	0.0000259	FALSE	FALSE	FALSE	0	59	1	50
Species	SP0510	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Varibaculum|s__Varibaculum_cambriense	Varibaculum cambriense	0.0001	0.1	0.00909090909090909	0.0272727272727273	0.0001311	FALSE	FALSE	FALSE	1	58	2	49
Species	SP0511	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_amycolatum	Corynebacterium amycolatum	0.0001	0.1	0	0.0181818181818182	0.0000415	FALSE	FALSE	FALSE	1	58	1	50
Species	SP0512	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptococcaceae|g__Peptococcus|s__Peptococcus_niger	Peptococcus niger	0.0001	0.1	0.00909090909090909	0.0181818181818182	0.0011482	FALSE	FALSE	FALSE	0	59	2	49
Species	SP0513	k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellia_unclassified|f__Tissierellia_unclassified|g__Tissierellia_unclassified|s__Bacteroides_coagulans	Bacteroides coagulans	0.0001	0.1	0	0.0181818181818182	0.0000282	FALSE	FALSE	FALSE	1	58	1	50
Species	SP0514	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_equinus	Streptococcus equinus	0.0001	0.1	0.00909090909090909	0.00909090909090909	0.001029	FALSE	FALSE	FALSE	1	58	0	51
Species	SP0515	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Brevibacteriaceae|g__Brevibacterium|s__Brevibacterium_linens	Brevibacterium linens	0.0001	0.1	0.00909090909090909	0.00909090909090909	0.0005104	FALSE	FALSE	FALSE	1	58	0	51
Species	SP0516	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_devriesei	Enterococcus devriesei	0.0001	0.1	0.0181818181818182	0.0181818181818182	0.0004213	FALSE	FALSE	FALSE	2	57	0	51
Species	SP0517	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_flavescens	Corynebacterium flavescens	0.0001	0.1	0.00909090909090909	0.00909090909090909	0.0003647	FALSE	FALSE	FALSE	1	58	0	51
Species	SP0518	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_casseliflavus	Enterococcus casseliflavus	0.0001	0.1	0.0181818181818182	0.0272727272727273	0.0003568	FALSE	FALSE	FALSE	2	57	1	50
Species	SP0519	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Brevibacteriaceae|g__Brevibacterium|s__Brevibacterium_aurantiacum	Brevibacterium aurantiacum	0.0001	0.1	0.00909090909090909	0.00909090909090909	0.000276	FALSE	FALSE	FALSE	1	58	0	51
Species	SP0520	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_dispar	Enterococcus dispar	0.0001	0.1	0.00909090909090909	0.0181818181818182	0.0002108	FALSE	FALSE	FALSE	1	58	1	50
Species	SP0521	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Raoultella|s__Raoultella_ornithinolytica	Raoultella ornithinolytica	0.0001	0.1	0.0181818181818182	0.0181818181818182	0.0005905	FALSE	FALSE	FALSE	1	58	1	50
Species	SP0522	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_portucalensis	Citrobacter portucalensis	0.0001	0.1	0	0.0181818181818182	0.0000688	FALSE	FALSE	FALSE	1	58	1	50
Species	SP0523	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Raoultella|s__Raoultella_planticola	Raoultella planticola	0.0001	0.1	0.00909090909090909	0.0181818181818182	0.0006668	FALSE	FALSE	FALSE	1	58	1	50
Species	SP0524	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Leucobacter|s__Leucobacter_sp_7_1	Leucobacter sp 7 1	0.0001	0.1	0	0.00909090909090909	0.0000139	FALSE	FALSE	FALSE	1	58	0	51
Species	SP0525	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Leucobacter|s__Leucobacter_komagatae	Leucobacter komagatae	0.0001	0.1	0	0.00909090909090909	0.0000109	FALSE	FALSE	FALSE	1	58	0	51
Species	SP0526	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaeromassilibacillus|s__Anaeromassilibacillus_sp_An172	Anaeromassilibacillus sp An172	0.0001	0.1	0.00909090909090909	0.0181818181818182	0.0009835	FALSE	FALSE	FALSE	0	59	2	49
Species	SP0527	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptococcaceae|g__Desulfotomaculum|s__Desulfotomaculum_ruminis	Desulfotomaculum ruminis	0.0001	0.1	0.00909090909090909	0.00909090909090909	0.0006848	FALSE	FALSE	FALSE	0	59	1	50
Species	SP0528	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_sp_An249	Blautia sp An249	0.0001	0.1	0.0181818181818182	0.0181818181818182	0.0005445	FALSE	FALSE	FALSE	0	59	2	49
Species	SP0529	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_An11	Eubacterium sp An11	0.0001	0.1	0.00909090909090909	0.0181818181818182	0.0004559	FALSE	FALSE	FALSE	1	58	1	50
Species	SP0530	k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Pyramidobacter|s__Pyramidobacter_piscolens	Pyramidobacter piscolens	0.0001	0.1	0.0272727272727273	0.0545454545454545	0.0079426	FALSE	FALSE	FALSE	3	56	3	48
Species	SP0531	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Shewanellaceae|g__Shewanella|s__Shewanella_algae	Shewanella algae	0.0001	0.1	0	0.00909090909090909	0.0000412	FALSE	FALSE	FALSE	0	59	1	50
Species	SP0532	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_farmeri	Citrobacter farmeri	0.0001	0.1	0	0.00909090909090909	0.0000264	FALSE	FALSE	FALSE	0	59	1	50
Species	SP0533	k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Pyramidobacter|s__Pyramidobacter_sp_C12_8	Pyramidobacter sp C12 8	0.0001	0.1	0.00909090909090909	0.0181818181818182	0.000143	FALSE	FALSE	FALSE	0	59	2	49
Species	SP0534	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Morganellaceae|g__Morganella|s__Morganella_morganii	Morganella morganii	0.0001	0.1	0.0272727272727273	0.0454545454545455	0.012735	FALSE	FALSE	FALSE	0	59	5	46
Species	SP0535	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_braakii	Citrobacter braakii	0.0001	0.1	0.00909090909090909	0.0181818181818182	0.0051686	FALSE	FALSE	FALSE	1	58	1	50
Species	SP0536	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Gemmiger|s__Gemmiger_sp_An194	Gemmiger sp An194	0.0001	0.1	0	0	0	FALSE	FALSE	FALSE	0	59	0	51
Species	SP0537	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Schwartzia|s__Schwartzia_succinivorans	Schwartzia succinivorans	0.0001	0.1	0	0	0	FALSE	FALSE	FALSE	0	59	0	51
Species	SP0538	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Megamonas|s__Megamonas_funiformis_CAG_377	Megamonas funiformis CAG 377	0.0001	0.1	0	0.0181818181818182	0.0000771	FALSE	FALSE	FALSE	0	59	2	49
Species	SP0539	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Oxalobacter|s__Oxalobacter_formigenes	Oxalobacter formigenes	0.0001	0.1	0.00909090909090909	0.0181818181818182	0.0024409	FALSE	FALSE	FALSE	1	58	1	50
Species	SP0540	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera_sp_MJR8396C	Megasphaera sp MJR8396C	0.0001	0.1	0	0.00909090909090909	0.0000379	FALSE	FALSE	FALSE	1	58	0	51
Species	SP0541	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_gallolyticus	Streptococcus gallolyticus	0.0001	0.1	0	0.00909090909090909	0.0000026	FALSE	FALSE	FALSE	1	58	0	51
Species	SP0542	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_coprophilus	Bacteroides coprophilus	0.0001	0.1	0.0545454545454545	0.0636363636363636	0.023247	FALSE	FALSE	FALSE	3	56	4	47
Species	SP0543	k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_ulcerans	Fusobacterium ulcerans	0.0001	0.1	0.00909090909090909	0.00909090909090909	0.0118004	FALSE	FALSE	FALSE	1	58	0	51
Species	SP0544	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcales_unclassified|g__Tropheryma|s__Tropheryma_whipplei	Tropheryma whipplei	0.0001	0.1	0	0.00909090909090909	0.0000326	FALSE	FALSE	FALSE	1	58	0	51
Species	SP0545	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_hansenii	Blautia hansenii	0.0001	0.1	0.00909090909090909	0.0363636363636364	0.0005778	FALSE	FALSE	FALSE	3	56	1	50
Species	SP0546	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Abiotrophia|s__Abiotrophia_sp_HMSC24B09	Abiotrophia sp HMSC24B09	0.0001	0.1	0.0181818181818182	0.0272727272727273	0.0004608	FALSE	FALSE	FALSE	2	57	1	50
Species	SP0547	k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Peptoniphilus|s__Peptoniphilus_lacrimalis	Peptoniphilus lacrimalis	0.0001	0.1	0.00909090909090909	0.0181818181818182	0.0208631	FALSE	FALSE	FALSE	1	58	1	50
Species	SP0548	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Butyribacterium_methylotrophicum	Butyribacterium methylotrophicum	0.0001	0.1	0.00909090909090909	0.0363636363636364	0.0004868	FALSE	FALSE	FALSE	3	56	1	50
Species	SP0549	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Propionibacteriales|f__Propionibacteriaceae|g__Pseudopropionibacterium|s__Pseudopropionibacterium_propionicum	Pseudopropionibacterium propionicum	0.0001	0.1	0	0.00909090909090909	0.0000183	FALSE	FALSE	FALSE	1	58	0	51
Species	SP0550	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_pseudopneumoniae	Streptococcus pseudopneumoniae	0.0001	0.1	0	0.0181818181818182	0.0000328	FALSE	FALSE	FALSE	1	58	1	50
Species	SP0551	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_piscium	Lactococcus piscium	0.0001	0.1	0	0.00909090909090909	0.0000146	FALSE	FALSE	FALSE	1	58	0	51
Species	SP0552	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_sp_N6H1_15	Blautia sp N6H1 15	0.0001	0.1	0	0.00909090909090909	0.0000074	FALSE	FALSE	FALSE	1	58	0	51
Species	SP0553	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sp_HMSC034E03	Streptococcus sp HMSC034E03	0.0001	0.1	0	0.00909090909090909	0.0000074	FALSE	FALSE	FALSE	1	58	0	51
Species	SP0554	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Oribacterium|s__Oribacterium_parvum	Oribacterium parvum	0.0001	0.1	0	0.0181818181818182	0.0000449	FALSE	FALSE	FALSE	2	57	0	51
Species	SP0555	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_CAG_891	Prevotella sp CAG 891	0.0001	0.1	0.00909090909090909	0.00909090909090909	0.0075784	FALSE	FALSE	FALSE	0	59	1	50
Species	SP0556	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_otakiensis	Lactobacillus otakiensis	0.0001	0.1	0	0	0	FALSE	FALSE	FALSE	0	59	0	51
Species	SP0557	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_marmotae	Escherichia marmotae	0.0001	0.1	0.00909090909090909	0.00909090909090909	0.0014489	FALSE	FALSE	FALSE	1	58	0	51
Species	SP0558	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_brevis	Lactobacillus brevis	0.0001	0.1	0	0	0	FALSE	FALSE	FALSE	0	59	0	51
Species	SP0559	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_parahaemolyticus	Haemophilus parahaemolyticus	0.0001	0.1	0.00909090909090909	0.00909090909090909	0.0001237	FALSE	FALSE	FALSE	1	58	0	51
Species	SP0560	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_flavescens	Neisseria flavescens	0.0001	0.1	0.00909090909090909	0.00909090909090909	0.000117	FALSE	FALSE	FALSE	1	58	0	51
Species	SP0561	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_pittmaniae	Haemophilus pittmaniae	0.0001	0.1	0.00909090909090909	0.0181818181818182	0.0029582	FALSE	FALSE	FALSE	2	57	0	51
Species	SP0562	k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanosphaera|s__Methanosphaera_sp_SHI1033	Methanosphaera sp SHI1033	0.0001	0.1	0.0272727272727273	0.0272727272727273	0.0176098	FALSE	FALSE	FALSE	1	58	2	49
Species	SP0563	k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_ureolyticus	Campylobacter ureolyticus	0.0001	0.1	0.0181818181818182	0.0272727272727273	0.0019001	FALSE	FALSE	FALSE	0	59	3	48
Species	SP0564	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__Aeromonas|s__Aeromonas_veronii	Aeromonas veronii	0.0001	0.1	0.00909090909090909	0.00909090909090909	0.0006515	FALSE	FALSE	FALSE	0	59	1	50
Species	SP0565	k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichia|s__Leptotrichia_hofstadii	Leptotrichia hofstadii	0.0001	0.1	0.00909090909090909	0.00909090909090909	0.0004606	FALSE	FALSE	FALSE	0	59	1	50
Species	SP0566	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_uenonis	Porphyromonas uenonis	0.0001	0.1	0	0.0181818181818182	0.0000951	FALSE	FALSE	FALSE	0	59	2	49
Species	SP0567	k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichia|s__Leptotrichia_sp_oral_taxon_225	Leptotrichia sp oral taxon 225	0.0001	0.1	0	0.00909090909090909	0.0000382	FALSE	FALSE	FALSE	0	59	1	50
Species	SP0568	k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichia|s__Leptotrichia_wadei	Leptotrichia wadei	0.0001	0.1	0	0.00909090909090909	0.0000292	FALSE	FALSE	FALSE	0	59	1	50
Species	SP0569	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_oxytoca	Klebsiella oxytoca	0.0001	0.1	0.0545454545454545	0.0727272727272727	0.0056887	FALSE	FALSE	FALSE	3	56	5	46
Species	SP0570	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Stomatobaculum|s__Stomatobaculum_longum	Stomatobaculum longum	0.0001	0.1	0.00909090909090909	0.00909090909090909	0.0004574	FALSE	FALSE	FALSE	0	59	1	50
Species	SP0571	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Anaeroglobus|s__Anaeroglobus_geminatus	Anaeroglobus geminatus	0.0001	0.1	0	0.00909090909090909	0.0000276	FALSE	FALSE	FALSE	0	59	1	50
Species	SP0572	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_CAG_964	Clostridium sp CAG 964	0.0001	0.1	0.0181818181818182	0.0272727272727273	0.0483694	FALSE	FALSE	FALSE	2	57	1	50
Species	SP0573	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_CAG_1092	Prevotella sp CAG 1092	0.0001	0.1	0.0181818181818182	0.0181818181818182	0.0337006	FALSE	FALSE	FALSE	0	59	2	49
Species	SP0574	k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_rectus	Campylobacter rectus	0.0001	0.1	0.00909090909090909	0.00909090909090909	0.0006008	FALSE	FALSE	FALSE	0	59	1	50
Species	SP0575	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sinensis	Streptococcus sinensis	0.0001	0.1	0.00909090909090909	0.00909090909090909	0.0001491	FALSE	FALSE	FALSE	0	59	1	50
Species	SP0576	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Aggregatibacter|s__Aggregatibacter_aphrophilus	Aggregatibacter aphrophilus	0.0001	0.1	0.00909090909090909	0.00909090909090909	0.000115	FALSE	FALSE	FALSE	0	59	1	50
Species	SP0577	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_unclassified|g__Gemella|s__Gemella_asaccharolytica	Gemella asaccharolytica	0.0001	0.1	0	0.0181818181818182	0.0000536	FALSE	FALSE	FALSE	0	59	2	49
Species	SP0578	k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Peptoniphilus|s__Peptoniphilus_grossensis	Peptoniphilus grossensis	0.0001	0.1	0	0.00909090909090909	0.0000342	FALSE	FALSE	FALSE	0	59	1	50
Species	SP0579	k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichia|s__Leptotrichia_sp_oral_taxon_215	Leptotrichia sp oral taxon 215	0.0001	0.1	0	0.00909090909090909	0.0000082	FALSE	FALSE	FALSE	0	59	1	50
