FeatureSpace	FeatureID	Feature	Label	AbundanceThreshold	RequiredPrevalence	ObservedThresholdPrevalence	ObservedDetectionPrevalence	MaxRelativeAbundance	PrimaryUniverse	AbundanceEstimable	PrevalenceEstimable	ControlPresent	ControlAbsent	CRCPresent	CRCAbsent
Species	SP0031	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella|s__Parasutterella_excrementihominis	Parasutterella excrementihominis	0.0001	0.1	0.527272727272727	0.572727272727273	0.0119847	TRUE	TRUE	TRUE	36	23	27	24
Species	SP0032	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_caccae	Bacteroides caccae	0.0001	0.1	0.672727272727273	0.690909090909091	0.0669429	TRUE	TRUE	TRUE	42	17	34	17
Species	SP0033	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ventriosum	Eubacterium ventriosum	0.0001	0.1	0.627272727272727	0.672727272727273	0.0380018	TRUE	TRUE	TRUE	45	14	29	22
Species	SP0034	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_longicatena	Dorea longicatena	0.0001	0.1	0.872727272727273	0.909090909090909	0.0909688	TRUE	TRUE	FALSE	53	6	47	4
Species	SP0035	k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_CAG_238	Firmicutes bacterium CAG 238	0.0001	0.1	0.209090909090909	0.263636363636364	0.0293583	TRUE	TRUE	TRUE	17	42	12	39
Species	SP0036	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Odoribacter|s__Odoribacter_splanchnicus	Odoribacter splanchnicus	0.0001	0.1	0.872727272727273	0.909090909090909	0.0559917	TRUE	TRUE	FALSE	56	3	44	7
Species	SP0037	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_sp_CAG_241	Oscillibacter sp CAG 241	0.0001	0.1	0.627272727272727	0.772727272727273	0.1371527	TRUE	TRUE	TRUE	46	13	39	12
Species	SP0038	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_inulinivorans	Roseburia inulinivorans	0.0001	0.1	0.918181818181818	0.918181818181818	0.2031149	TRUE	TRUE	FALSE	55	4	46	5
Species	SP0039	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_formicigenerans	Dorea formicigenerans	0.0001	0.1	0.836363636363636	0.854545454545454	0.0468201	TRUE	TRUE	FALSE	53	6	41	10
Species	SP0040	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_wexlerae	Blautia wexlerae	0.0001	0.1	0.845454545454545	0.936363636363636	0.0937731	TRUE	TRUE	FALSE	57	2	46	5
Species	SP0041	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Enorma|s__Enorma_massiliensis	Enorma massiliensis	0.0001	0.1	0.309090909090909	0.7	0.0189545	TRUE	TRUE	TRUE	40	19	37	14
Species	SP0042	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Asaccharobacter|s__Asaccharobacter_celatus	Asaccharobacter celatus	0.0001	0.1	0.490909090909091	0.672727272727273	0.0068373	TRUE	TRUE	TRUE	38	21	36	15
Species	SP0043	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_cellulosilyticus	Bacteroides cellulosilyticus	0.0001	0.1	0.481818181818182	0.545454545454545	0.0799199	TRUE	TRUE	TRUE	31	28	29	22
Species	SP0044	k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_CAG_95	Firmicutes bacterium CAG 95	0.0001	0.1	0.3	0.4	0.0143529	TRUE	TRUE	TRUE	21	38	23	28
Species	SP0045	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_sp_57_20	Oscillibacter sp 57 20	0.0001	0.1	0.618181818181818	0.663636363636364	0.0123268	TRUE	TRUE	TRUE	39	20	34	17
Species	SP0046	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruthenibacterium|s__Ruthenibacterium_lactatiformans	Ruthenibacterium lactatiformans	0.0001	0.1	0.863636363636364	0.945454545454545	0.0331904	TRUE	TRUE	FALSE	54	5	50	1
Species	SP0047	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_fragilis	Bacteroides fragilis	0.0001	0.1	0.627272727272727	0.654545454545455	0.1629277	TRUE	TRUE	TRUE	35	24	37	14
Species	SP0048	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_faecis	Roseburia faecis	0.0001	0.1	0.809090909090909	0.890909090909091	0.134457	TRUE	TRUE	FALSE	52	7	46	5
Species	SP0049	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron	Bacteroides thetaiotaomicron	0.0001	0.1	0.827272727272727	0.854545454545454	0.2269674	TRUE	TRUE	FALSE	50	9	44	7
Species	SP0050	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Gemmiger|s__Gemmiger_formicilis	Gemmiger formicilis	0.0001	0.1	0.727272727272727	0.827272727272727	0.0108722	TRUE	TRUE	FALSE	51	8	40	11
Species	SP0051	k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila|s__Bilophila_wadsworthia	Bilophila wadsworthia	0.0001	0.1	0.6	0.781818181818182	0.0088811	TRUE	TRUE	FALSE	43	16	43	8
Species	SP0052	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Monoglobus|s__Monoglobus_pectinilyticus	Monoglobus pectinilyticus	0.0001	0.1	0.0545454545454545	0.0636363636363636	0.0107519	FALSE	FALSE	FALSE	5	54	2	49
Species	SP0053	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_salivarius	Streptococcus salivarius	0.0001	0.1	0.8	0.9	0.1330162	TRUE	TRUE	FALSE	59	0	40	11
Species	SP0054	k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_CAG_145	Firmicutes bacterium CAG 145	0.0001	0.1	0.381818181818182	0.454545454545455	0.0074927	TRUE	TRUE	TRUE	28	31	22	29
Species	SP0055	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_sp_CAG_309	Roseburia sp CAG 309	0.0001	0.1	0.3	0.381818181818182	0.0026675	TRUE	TRUE	TRUE	24	35	18	33
Species	SP0056	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_gnavus	Ruminococcus gnavus	0.0001	0.1	0.545454545454545	0.627272727272727	0.0645881	TRUE	TRUE	TRUE	36	23	33	18
Species	SP0057	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Intestinibacter|s__Intestinibacter_bartlettii	Intestinibacter bartlettii	0.0001	0.1	0.5	0.609090909090909	0.0108878	TRUE	TRUE	TRUE	41	18	26	25
Species	SP0058	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_disporicum	Clostridium disporicum	0.0001	0.1	0.290909090909091	0.336363636363636	0.0153642	TRUE	TRUE	TRUE	19	40	18	33
Species	SP0059	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Adlercreutzia|s__Adlercreutzia_equolifaciens	Adlercreutzia equolifaciens	0.0001	0.1	0.427272727272727	0.636363636363636	0.0030897	TRUE	TRUE	TRUE	37	22	33	18
Species	SP0060	k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_CAG_94	Firmicutes bacterium CAG 94	0.0001	0.1	0.245454545454545	0.327272727272727	0.0130137	TRUE	TRUE	TRUE	18	41	18	33
Species	SP0061	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_sp_CAG_317	Dorea sp CAG 317	0.0001	0.1	0.181818181818182	0.2	0.0183416	TRUE	FALSE	FALSE	15	44	7	44
Species	SP0062	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Turicimonas|s__Turicimonas_muris	Turicimonas muris	0.0001	0.1	0.190909090909091	0.436363636363636	0.0013577	TRUE	TRUE	TRUE	29	30	19	32
Species	SP0063	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_CAG_242	Clostridium sp CAG 242	0.0001	0.1	0.190909090909091	0.227272727272727	0.0261382	TRUE	TRUE	TRUE	12	47	13	38
Species	SP0064	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Lawsonibacter|s__Lawsonibacter_asaccharolyticus	Lawsonibacter asaccharolyticus	0.0001	0.1	0.636363636363636	0.8	0.0042613	TRUE	TRUE	TRUE	47	12	41	10
Species	SP0065	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium|s__Phascolarctobacterium_sp_CAG_266	Phascolarctobacterium sp CAG 266	0.0001	0.1	0.136363636363636	0.163636363636364	0.0232713	TRUE	FALSE	FALSE	7	52	11	40
Species	SP0066	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_coli	Escherichia coli	0.0001	0.1	0.681818181818182	0.809090909090909	0.3822945	TRUE	TRUE	FALSE	45	14	44	7
Species	SP0067	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaeromassilibacillus|s__Anaeromassilibacillus_sp_An250	Anaeromassilibacillus sp An250	0.0001	0.1	0.272727272727273	0.418181818181818	0.0070106	TRUE	TRUE	TRUE	24	35	22	29
Species	SP0068	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Butyricimonas|s__Butyricimonas_synergistica	Butyricimonas synergistica	0.0001	0.1	0.372727272727273	0.536363636363636	0.0128751	TRUE	TRUE	TRUE	29	30	30	21
Species	SP0069	k__Bacteria|p__Proteobacteria|c__Proteobacteria_unclassified|o__Proteobacteria_unclassified|f__Proteobacteria_unclassified|g__Proteobacteria_unclassified|s__Proteobacteria_bacterium_CAG_139	Proteobacteria bacterium CAG 139	0.0001	0.1	0.336363636363636	0.509090909090909	0.0112941	TRUE	TRUE	TRUE	30	29	26	25
Species	SP0070	k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_CAG_170	Firmicutes bacterium CAG 170	0.0001	0.1	0.2	0.318181818181818	0.0101451	TRUE	TRUE	TRUE	19	40	16	35
Species	SP0071	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Gordonibacter|s__Gordonibacter_pamelaeae	Gordonibacter pamelaeae	0.0001	0.1	0.563636363636364	0.8	0.0082084	TRUE	TRUE	TRUE	48	11	40	11
Species	SP0072	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_ICM47	Actinomyces sp ICM47	0.0001	0.1	0.218181818181818	0.481818181818182	0.0008053	TRUE	TRUE	TRUE	34	25	19	32
Species	SP0073	k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_CAG_83	Firmicutes bacterium CAG 83	0.0001	0.1	0.754545454545455	0.8	0.092536	TRUE	TRUE	FALSE	50	9	38	13
Species	SP0074	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis|g__Mogibacterium|s__Mogibacterium_diversum	Mogibacterium diversum	0.0001	0.1	0.363636363636364	0.645454545454546	0.001995	TRUE	TRUE	TRUE	41	18	30	21
Species	SP0075	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Eisenbergiella|s__Eisenbergiella_massiliensis	Eisenbergiella massiliensis	0.0001	0.1	0.209090909090909	0.345454545454545	0.0140812	TRUE	TRUE	TRUE	19	40	19	32
Species	SP0076	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis|g__Clostridiales_Family_XIII_Incertae_Sedis_unclassified|s__Eubacterium_sulci	Eubacterium sulci	0.0001	0.1	0.172727272727273	0.427272727272727	0.0010042	TRUE	TRUE	TRUE	31	28	16	35
Species	SP0077	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Hafniaceae|g__Hafnia|s__Hafnia_paralvei	Hafnia paralvei	0.0001	0.1	0.0727272727272727	0.0818181818181818	0.0031429	FALSE	FALSE	FALSE	7	52	2	49
Species	SP0078	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Intestinimonas|s__Intestinimonas_butyriciproducens	Intestinimonas butyriciproducens	0.0001	0.1	0.3	0.445454545454545	0.0115211	TRUE	TRUE	TRUE	21	38	28	23
Species	SP0079	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Rothia|s__Rothia_mucilaginosa	Rothia mucilaginosa	0.0001	0.1	0.127272727272727	0.381818181818182	0.0016269	TRUE	TRUE	TRUE	26	33	16	35
Species	SP0080	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Christensenellaceae|g__Christensenella|s__Christensenella_minuta	Christensenella minuta	0.0001	0.1	0.109090909090909	0.236363636363636	0.0015138	TRUE	TRUE	TRUE	15	44	11	40
Species	SP0081	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_unclassified|g__Gemella|s__Gemella_sanguinis	Gemella sanguinis	0.0001	0.1	0.390909090909091	0.654545454545455	0.001043	TRUE	TRUE	TRUE	45	14	27	24
Species	SP0082	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_sp_An66	Alistipes sp An66	0.0001	0.1	0.00909090909090909	0.0272727272727273	0.0014117	FALSE	FALSE	FALSE	1	58	2	49
Species	SP0083	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_atypica	Veillonella atypica	0.0001	0.1	0.136363636363636	0.236363636363636	0.0066537	TRUE	TRUE	TRUE	14	45	12	39
Species	SP0084	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Enorma|s__[Collinsella]_massiliensis	[Collinsella] massiliensis	0.0001	0.1	0.481818181818182	0.790909090909091	0.0051516	TRUE	TRUE	FALSE	44	15	43	8
Species	SP0085	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Enterorhabdus|s__Enterorhabdus_caecimuris	Enterorhabdus caecimuris	0.0001	0.1	0.0909090909090909	0.527272727272727	0.0004983	FALSE	TRUE	TRUE	35	24	23	28
Species	SP0086	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Massiliomicrobiota|s__Massiliomicrobiota_timonensis	Massiliomicrobiota timonensis	0.0001	0.1	0.0818181818181818	0.136363636363636	0.0029737	FALSE	FALSE	FALSE	9	50	6	45
Species	SP0087	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_sp_PC13	Oscillibacter sp PC13	0.0001	0.1	0.00909090909090909	0.136363636363636	0.0001095	FALSE	FALSE	FALSE	10	49	5	46
Species	SP0088	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalicoccus|s__Faecalicoccus_pleomorphus	Faecalicoccus pleomorphus	0.0001	0.1	0.0909090909090909	0.136363636363636	0.0164543	FALSE	FALSE	FALSE	8	51	7	44
Species	SP0089	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Harryflintia|s__Harryflintia_acetispora	Harryflintia acetispora	0.0001	0.1	0.0545454545454545	0.127272727272727	0.0036074	FALSE	FALSE	FALSE	8	51	6	45
Species	SP0090	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_aerofaciens	Collinsella aerofaciens	0.0001	0.1	0.718181818181818	0.909090909090909	0.0585141	TRUE	TRUE	FALSE	54	5	46	5
Species	SP0091	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_hydrogenotrophica	Blautia hydrogenotrophica	0.0001	0.1	0.154545454545455	0.245454545454545	0.0095294	TRUE	FALSE	FALSE	18	41	9	42
Species	SP0092	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Eggerthella|s__Eggerthella_lenta	Eggerthella lenta	0.0001	0.1	0.445454545454545	0.590909090909091	0.0187683	TRUE	TRUE	TRUE	37	22	28	23
Species	SP0093	k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Parvimonas|s__Parvimonas_sp_KA00067	Parvimonas sp KA00067	0.0001	0.1	0	0.00909090909090909	0.000036	FALSE	FALSE	FALSE	1	58	0	51
Species	SP0094	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_anginosus_group	Streptococcus anginosus group	0.0001	0.1	0.318181818181818	0.545454545454545	0.0102093	TRUE	TRUE	TRUE	32	27	28	23
Species	SP0095	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_bacterium_D5	Ruminococcaceae bacterium D5	0.0001	0.1	0.127272727272727	0.272727272727273	0.0096904	TRUE	TRUE	TRUE	13	46	17	34
Species	SP0096	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sanguinis	Streptococcus sanguinis	0.0001	0.1	0.236363636363636	0.427272727272727	0.00334	TRUE	TRUE	TRUE	32	27	15	36
Species	SP0097	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Solobacterium|s__Solobacterium_moorei	Solobacterium moorei	0.0001	0.1	0.109090909090909	0.318181818181818	0.0094041	TRUE	TRUE	TRUE	16	43	19	32
Species	SP0098	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_odontolyticus	Actinomyces odontolyticus	0.0001	0.1	0.190909090909091	0.645454545454546	0.000663	TRUE	TRUE	TRUE	42	17	29	22
Species	SP0099	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_animalis	Bifidobacterium animalis	0.0001	0.1	0.154545454545455	0.218181818181818	0.0763104	TRUE	FALSE	FALSE	16	43	8	43
Species	SP0100	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_stercoris	Collinsella stercoris	0.0001	0.1	0.518181818181818	0.772727272727273	0.002751	TRUE	TRUE	FALSE	43	16	42	9
Species	SP0101	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_disiens	Prevotella disiens	0.0001	0.1	0.00909090909090909	0.0454545454545455	0.0004045	FALSE	FALSE	FALSE	4	55	1	50
Species	SP0102	k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Fretibacterium|s__Fretibacterium_fastidiosum	Fretibacterium fastidiosum	0.0001	0.1	0.0181818181818182	0.154545454545455	0.0027986	FALSE	FALSE	FALSE	5	54	12	39
Species	SP0103	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_parasanguinis	Streptococcus parasanguinis	0.0001	0.1	0.663636363636364	0.772727272727273	0.0305861	TRUE	TRUE	FALSE	50	9	35	16
Species	SP0104	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_bivia	Prevotella bivia	0.0001	0.1	0.00909090909090909	0.0454545454545455	0.0354012	FALSE	FALSE	FALSE	3	56	2	49
Species	SP0105	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_bolteae	Clostridium bolteae	0.0001	0.1	0.327272727272727	0.554545454545455	0.0123419	TRUE	TRUE	TRUE	32	27	29	22
Species	SP0106	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Butyricimonas|s__Butyricimonas_virosa	Butyricimonas virosa	0.0001	0.1	0.672727272727273	0.8	0.0159718	TRUE	TRUE	TRUE	47	12	41	10
Species	SP0107	k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Parvimonas|s__Parvimonas_micra	Parvimonas micra	0.0001	0.1	0.272727272727273	0.481818181818182	0.2704875	TRUE	TRUE	TRUE	26	33	27	24
Species	SP0108	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_asparagiforme	Clostridium asparagiforme	0.0001	0.1	0.154545454545455	0.3	0.0079658	TRUE	TRUE	TRUE	17	42	16	35
Species	SP0109	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Eisenbergiella|s__Eisenbergiella_tayi	Eisenbergiella tayi	0.0001	0.1	0.272727272727273	0.481818181818182	0.0433269	TRUE	TRUE	TRUE	26	33	27	24
Species	SP0110	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Pediococcus|s__Pediococcus_acidilactici	Pediococcus acidilactici	0.0001	0.1	0.00909090909090909	0.0545454545454545	0.0022712	FALSE	FALSE	FALSE	5	54	1	50
Species	SP0111	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_HMSC035G02	Actinomyces sp HMSC035G02	0.0001	0.1	0.0545454545454545	0.390909090909091	0.0006477	FALSE	TRUE	TRUE	27	32	16	35
Species	SP0112	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_graevenitzii	Actinomyces graevenitzii	0.0001	0.1	0.0181818181818182	0.2	0.0001773	FALSE	TRUE	TRUE	11	48	11	40
Species	SP0113	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_bolteae_CAG_59	Clostridium bolteae CAG 59	0.0001	0.1	0.109090909090909	0.245454545454545	0.0009917	TRUE	TRUE	TRUE	13	46	14	37
Species	SP0114	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_citroniae	Clostridium citroniae	0.0001	0.1	0.290909090909091	0.463636363636364	0.0036262	TRUE	TRUE	TRUE	26	33	25	26
Species	SP0115	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_copri	Prevotella copri	0.0001	0.1	0.354545454545455	0.490909090909091	0.6232934	TRUE	TRUE	TRUE	27	32	27	24
Species	SP0116	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_intestinalis	Roseburia intestinalis	0.0001	0.1	0.636363636363636	0.709090909090909	0.0722655	TRUE	TRUE	TRUE	46	13	32	19
Species	SP0117	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospira|s__Lachnospira_pectinoschiza	Lachnospira pectinoschiza	0.0001	0.1	0.490909090909091	0.554545454545455	0.1924415	TRUE	TRUE	TRUE	33	26	28	23
Species	SP0118	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_torques	Ruminococcus torques	0.0001	0.1	0.754545454545455	0.781818181818182	0.1002432	TRUE	TRUE	TRUE	47	12	39	12
Species	SP0119	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_massiliensis	Bacteroides massiliensis	0.0001	0.1	0.372727272727273	0.390909090909091	0.0351851	TRUE	TRUE	TRUE	21	38	22	29
Species	SP0120	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_CAG_251	Eubacterium sp CAG 251	0.0001	0.1	0.263636363636364	0.309090909090909	0.1377924	TRUE	TRUE	TRUE	20	39	14	37
Species	SP0121	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_xylanisolvens	Bacteroides xylanisolvens	0.0001	0.1	0.745454545454545	0.836363636363636	0.1824805	TRUE	TRUE	FALSE	52	7	40	11
Species	SP0122	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_finegoldii	Bacteroides finegoldii	0.0001	0.1	0.272727272727273	0.290909090909091	0.1079015	TRUE	TRUE	TRUE	16	43	16	35
