Cohort	Threshold	FPR	TPR
AT	0.862448957278201	0	0.0869565217391304
AT	0.861868081451015	0	0.108695652173913
AT	0.85920673676914	0	0.130434782608696
AT	0.826526152260763	0	0.152173913043478
AT	0.814466822535104	0	0.173913043478261
AT	0.803158792284085	0	0.195652173913043
AT	0.793764865654984	0	0.217391304347826
AT	0.793418895791711	0	0.239130434782609
AT	0.773637416216251	0	0.260869565217391
AT	0.756372258791256	0	0.282608695652174
AT	0.739350623683948	0	0.304347826086957
AT	0.731473084879775	0	0.326086956521739
AT	0.67578424029887	0	0.347826086956522
AT	0.641197832115259	0.0163934426229508	0.347826086956522
AT	0.624944939353815	0.0163934426229508	0.369565217391304
AT	0.608903009669233	0.0163934426229508	0.391304347826087
AT	0.59925674606244	0.0327868852459016	0.391304347826087
AT	0.595905099782442	0.0327868852459016	0.41304347826087
AT	0.587582294664417	0.0327868852459016	0.434782608695652
AT	0.567725193700257	0.0327868852459016	0.456521739130435
AT	0.564370209556455	0.0327868852459016	0.478260869565217
AT	0.5617585579687	0.0327868852459016	0.5
AT	0.551315706062921	0.0491803278688525	0.5
AT	0.546973441247621	0.0655737704918033	0.5
AT	0.540173478550766	0.0655737704918033	0.521739130434783
AT	0.538107806174838	0.0655737704918033	0.543478260869565
AT	0.520429742013933	0.0819672131147541	0.543478260869565
AT	0.519712501036994	0.0983606557377049	0.543478260869565
AT	0.508021083119574	0.0983606557377049	0.565217391304348
AT	0.506226837136143	0.0983606557377049	0.58695652173913
AT	0.503468928349302	0.0983606557377049	0.608695652173913
AT	0.49823860127995	0.0983606557377049	0.630434782608696
AT	0.488198867996859	0.114754098360656	0.630434782608696
AT	0.4862087415918	0.131147540983607	0.630434782608696
AT	0.484815423337877	0.131147540983607	0.652173913043478
AT	0.470563434031052	0.131147540983607	0.673913043478261
AT	0.465569207630723	0.147540983606557	0.673913043478261
AT	0.452312941169128	0.163934426229508	0.673913043478261
AT	0.450248592752342	0.180327868852459	0.673913043478261
AT	0.440796895592967	0.180327868852459	0.695652173913043
AT	0.432811646883615	0.180327868852459	0.717391304347826
AT	0.429758666792306	0.19672131147541	0.717391304347826
AT	0.42873858918361	0.213114754098361	0.717391304347826
AT	0.425862386455206	0.213114754098361	0.739130434782609
AT	0.420108892570176	0.229508196721311	0.739130434782609
AT	0.416265423561011	0.245901639344262	0.739130434782609
AT	0.409047823890477	0.262295081967213	0.739130434782609
AT	0.407950838733148	0.278688524590164	0.739130434782609
