Feature	Species	DiscoveryCohorts	PooledHedgesG	Lower95	Upper95	PValue	TauSquared	I2Percent	HeterogeneityP	DiscoveryDirectionFraction	QValue
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_adolescentis	Bifidobacterium adolescentis	5	-0.174918919964135	-0.339311165042417	-0.0105266748858522	0.0370268306753599	0	0	0.629478392890793	0.8	0.123916459993538
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_lactaris	Ruminococcus lactaris	5	-0.174172213003065	-0.338608267088513	-0.00973615891761634	0.03789281692525	0	0	0.528890476107413	0.8	0.125146013792602
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Akkermansiaceae|g__Akkermansia|s__Akkermansia_muciniphila	Akkermansia muciniphila	5	0.172679310940137	0.00827014219408309	0.337088479686192	0.0395369375327655	0	0	0.566182591410009	0.8	0.128880147022391
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_CAG_167	Clostridium sp CAG 167	4	-0.224358062298756	-0.440291305124215	-0.00842481947329618	0.0417068293809421	0.0123257903261823	25.3785400347154	0.25137687885186	0.75	0.134210438136109
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_eutactus	Coprococcus eutactus	5	-0.167342665800379	-0.331713679738207	-0.00297165186255152	0.045999485206266	0	0	0.614510679914832	0.8	0.146150263123706
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Butyricimonas|s__Butyricimonas_synergistica	Butyricimonas synergistica	5	0.166076682520968	0.00182502566170392	0.330328339380231	0.047508185636429	0	0	0.900917341534983	1	0.149056932434296
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_sp_CAG_309	Roseburia sp CAG 309	5	-0.160072267002179	-0.324534144304765	0.00438961030040755	0.0564363281438601	0.00000026166973471641	0.00074185078435503	0.382561468204135	1	0.174882942766776
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_CAG_58	Clostridium sp CAG 58	5	0.15903224144911	-0.00536210080455055	0.32342658370277	0.0579553852767855	0	0	0.489119036033158	0.8	0.177400020786258
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_scindens	Clostridium scindens	5	0.2611143192069	-0.0100140001826735	0.532242638596473	0.0590832152333979	0.0599586597465604	62.7149030247589	0.0294788834211479	0.8	0.178673337633529
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_salyersiae	Bacteroides salyersiae	5	0.175235168205735	-0.00763460030773891	0.358104936719209	0.0603623210974998	0.00823181945818249	18.9048416234749	0.289390112452887	0.8	0.180368364231815
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_bifidum	Bifidobacterium bifidum	5	-0.152122221052507	-0.316368044548469	0.0121236024434542	0.0694790991159873	0	0	0.804333847276294	0.8	0.20516769268368
k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Cloacibacillus|s__Cloacibacillus_porcorum	Cloacibacillus porcorum	5	0.151436854628967	-0.0128688973817714	0.315742606639706	0.0708474550590022	0	0	0.643056084792428	0.8	0.206775711858251
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_caccae	Bacteroides caccae	5	0.191383631995848	-0.0180105014886662	0.400777765480363	0.0732319049001775	0.0216599394188116	37.975427608682	0.166652694121478	0.8	0.20691188367157
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella|s__Sutterella_parvirubra	Sutterella parvirubra	5	0.177376131121093	-0.016001979334362	0.370754241576548	0.0722122638328568	0.0133379708346551	27.4066877042286	0.235282366407341	0.6	0.20691188367157
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_asparagiforme	Clostridium asparagiforme	5	0.150001524032068	-0.0141934139585077	0.314196462022644	0.0733671619393217	0	0	0.91525434900536	1	0.20691188367157
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium|s__Clostridium_innocuum	Clostridium innocuum	5	0.218502050085074	-0.0234521674456248	0.460456267615772	0.0767290797885971	0.0406610209692112	53.3951192291169	0.0724739700809179	0.8	0.209336945944977
